date,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,,,,,,,,,,,,,
19980930,TD,30.7N,86.3W,30,1000,,,,,,,,,,,,,
19980930,TD,30.7N,85.4W,25,1002,,,,,,,,,,,,,
19980930,TD,30.6N,84.2W,25,1004,,,,,,,,,,,,,
19981001,TD,30.5N,83.0W,25,1006,,,,,,,,,,,,,
19981001,TD,30.5N,81.8W,20,1008,,,,,,,,,,,,,
19980917,TD,26.9N,90.3W,30,1001,,,,,,,,,,,,,
19980917,TD,26.8N,91.6W,30,1001,,,,,,,,,,,,,
19980918,TD,26.4N,92.1W,30,1000,,,,,,,,,,,,,
19980918,TD,25.7N,92.5W,30,999,,,,,,,,,,,,,
19980918,TD,26.0N,92.5W,30,999,,,,,,,,,,,,,
19980918,TD,25.9N,92.3W,30,1000,,,,,,,,,,,,,
19980919,TD,25.8N,92.0W,30,1001,,,,,,,,,,,,,
19980919,TD,26.4N,91.4W,30,1001,,,,,,,,,,,,,
19980919,TS,27.5N,91.3W,35,1001,,,,,,,,,,,,,
19980919,TS,28.3N,91.1W,40,1000,,,,,,,,,,,,,
19980920,TS,29.0N,90.9W,40,999,,,,,,,,,,,,,
19980920,TS,29.1N,90.9W,35,1000,,,,,,,,,,,,,
19980920,TS,29.2N,90.9W,35,1001,,,,,,,,,,,,,
19980920,TD,30.5N,90.5W,30,1002,,,,,,,,,,,,,
19980920,TD,31.0N,90.0W,20,1003,,,,,,,,,,,,,
19980919,TD,13.4N,26.6W,25,1010,,,,,,,,,,,,,
19980919,TD,13.1N,27.5W,25,1010,,,,,,,,,,,,,
19980919,TD,12.9N,28.2W,25,1010,,,,,,,,,,,,,
19980919,TD,13.1N,29.0W,25,1010,,,,,,,,,,,,,
19980920,TD,13.4N,29.6W,30,1009,,,,,,,,,,,,,
19980920,TD,14.3N,30.6W,30,1009,,,,,,,,,,,,,
19980920,TD,15.2N,31.5W,30,1008,,,,,,,,,,,,,
19980920,TS,16.0N,32.6W,35,1006,,,,,,,,,,,,,
19980921,TS,16.8N,33.7W,35,1005,,,,,,,,,,,,,
19980921,TS,17.4N,34.9W,35,1003,,,,,,,,,,,,,
19980921,TS,18.2N,35.6W,35,1003,,,,,,,,,,,,,
19980921,TS,19.0N,36.0W,40,1002,,,,,,,,,,,,,
19980922,TS,20.0N,36.1W,40,1001,,,,,,,,,,,,,
19980922,TS,21.3N,36.1W,45,1000,,,,,,,,,,,,,
19980922,TS,22.9N,36.4W,45,997,,,,,,,,,,,,,
19980922,TS,24.2N,37.1W,55,994,,,,,,,,,,,,,
19980923,TS,25.6N,37.7W,50,996,,,,,,,,,,,,,
19980923,TS,26.9N,38.4W,45,997,,,,,,,,,,,,,
19980923,TS,28.3N,39.2W,55,990,,,,,,,,,,,,,
19980923,HU,29.6N,40.2W,65,987,,,,,,,,,,,,,
19980924,HU,30.5N,40.9W,65,986,,,,,,,,,,,,,
19980924,HU,31.3N,41.6W,70,985,,,,,,,,,,,,,
19980924,HU,32.3N,42.0W,70,985,,,,,,,,,,,,,
19980924,HU,33.4N,42.3W,70,985,,,,,,,,,,,,,
19980925,HU,34.4N,42.3W,70,984,,,,,,,,,,,,,
19980925,HU,35.3N,41.9W,70,984,,,,,,,,,,,,,
19980925,HU,36.3N,41.3W,70,984,,,,,,,,,,,,,
19980925,HU,37.2N,40.2W,75,983,,,,,,,,,,,,,
19980926,HU,38.1N,38.7W,75,980,,,,,,,,,,,,,
19980926,HU,39.2N,36.3W,80,975,,,,,,,,,,,,,
19980926,HU,40.1N,33.1W,75,977,,,,,,,,,,,,,
19980926,HU,40.7N,29.7W,75,982,,,,,,,,,,,,,
19980927,TS,40.7N,25.7W,60,994,,,,,,,,,,,,,
19980927,TS,40.9N,22.7W,50,997,,,,,,,,,,,,,
19980927,TS,41.3N,19.2W,45,1000,,,,,,,,,,,,,
19980927,TS,41.5N,15.5W,40,1002,,,,,,,,,,,,,
19980921,TD,9.6N,17.4W,30,1008,,,,,,,,,,,,,
19980921,TD,10.5N,18.2W,30,1006,,,,,,,,,,,,,
19980921,TS,11.0N,19.4W,35,1004,,,,,,,,,,,,,
19980922,TS,11.5N,20.7W,40,1002,,,,,,,,,,,,,
19980922,TS,12.1N,22.2W,45,1000,,,,,,,,,,,,,
19980922,TS,12.7N,23.8W,55,994,,,,,,,,,,,,,
19980922,HU,13.1N,25.2W,65,987,,,,,,,,,,,,,
19980923,HU,13.6N,26.7W,70,983,,,,,,,,,,,,,
19980923,HU,14.1N,28.1W,75,980,,,,,,,,,,,,,
19980923,HU,14.5N,29.5W,80,975,,,,,,,,,,,,,
19980923,HU,15.0N,30.8W,85,973,,,,,,,,,,,,,
19980924,HU,15.4N,32.1W,85,972,,,,,,,,,,,,,
19980924,HU,15.9N,33.4W,90,971,,,,,,,,,,,,,
19980924,HU,16.4N,34.4W,90,970,,,,,,,,,,,,,
19980924,HU,17.0N,35.4W,90,969,,,,,,,,,,,,,
19980925,HU,17.5N,36.3W,90,971,,,,,,,,,,,,,
19980925,HU,18.0N,37.2W,90,973,,,,,,,,,,,,,
19980925,HU,18.6N,37.9W,85,975,,,,,,,,,,,,,
19980925,HU,19.3N,38.6W,80,977,,,,,,,,,,,,,
19980926,HU,20.0N,39.4W,75,979,,,,,,,,,,,,,
19980926,HU,20.8N,40.0W,70,983,,,,,,,,,,,,,
19980926,HU,21.6N,40.6W,70,983,,,,,,,,,,,,,
19980926,HU,22.4N,41.2W,75,980,,,,,,,,,,,,,
19980927,HU,23.4N,41.6W,75,980,,,,,,,,,,,,,
19980927,HU,24.4N,42.0W,70,983,,,,,,,,,,,,,
19980927,HU,25.6N,41.8W,70,983,,,,,,,,,,,,,
19980927,HU,27.1N,41.5W,70,983,,,,,,,,,,,,,
19980928,HU,28.8N,41.2W,70,983,,,,,,,,,,,,,
19980928,HU,30.6N,40.7W,70,983,,,,,,,,,,,,,
19980928,HU,32.3N,39.6W,75,980,,,,,,,,,,,,,
19980928,HU,33.8N,38.4W,80,977,,,,,,,,,,,,,
19980929,HU,35.0N,37.2W,80,977,,,,,,,,,,,,,
19980929,HU,35.8N,36.2W,75,980,,,,,,,,,,,,,
19980929,HU,36.2N,35.3W,65,985,,,,,,,,,,,,,
19980929,TS,36.6N,34.6W,60,990,,,,,,,,,,,,,
19980930,TS,36.9N,33.4W,50,997,,,,,,,,,,,,,
19980930,TS,37.2N,32.1W,45,1000,,,,,,,,,,,,,
19980930,TS,37.6N,30.7W,40,1002,,,,,,,,,,,,,
19980930,TS,38.0N,29.4W,35,1006,,,,,,,,,,,,,
19981001,EX,38.2N,28.0W,30,1008,,,,,,,,,,,,,
19981001,EX,38.3N,26.3W,30,1008,,,,,,,,,,,,,
19981001,EX,38.5N,24.5W,35,1006,,,,,,,,,,,,,
19981001,EX,38.7N,22.5W,35,1005,,,,,,,,,,,,,
19981002,EX,38.8N,21.0W,35,1003,,,,,,,,,,,,,
19981002,EX,38.9N,19.5W,35,1003,,,,,,,,,,,,,
19981002,EX,39.0N,18.2W,40,1003,,,,,,,,,,,,,
19981002,EX,39.0N,16.8W,40,1003,,,,,,,,,,,,,
19981003,EX,39.0N,15.5W,40,1003,,,,,,,,,,,,,
19981003,EX,39.0N,14.3W,40,1003,,,,,,,,,,,,,
19981003,EX,39.0N,13.0W,40,1003,,,,,,,,,,,,,
19981003,EX,39.0N,11.0W,35,1003,,,,,,,,,,,,,
19981004,EX,39.1N,9.0W,30,1003,,,,,,,,,,,,,
19981004,EX,39.3N,7.0W,30,1004,,,,,,,,,,,,,
19981004,EX,39.5N,5.0W,25,1004,,,,,,,,,,,,,
19980923,TD,33.3N,65.4W,25,1003,,,,,,,,,,,,,
19980923,TD,33.2N,62.8W,30,1004,,,,,,,,,,,,,
19980924,TS,33.2N,60.7W,35,1003,,,,,,,,,,,,,
19980924,TS,32.9N,59.2W,35,1002,,,,,,,,,,,,,
19980924,TS,32.5N,58.1W,40,1001,,,,,,,,,,,,,
19980924,TS,32.0N,57.2W,45,1000,,,,,,,,,,,,,
19980925,TS,31.4N,56.2W,50,998,,,,,,,,,,,,,
19980925,TS,30.8N,55.1W,55,994,,,,,,,,,,,,,
19980925,HU,30.4N,54.0W,65,987,,,,,,,,,,,,,
19980925,HU,30.3N,52.9W,70,984,,,,,,,,,,,,,
19980926,HU,30.5N,51.8W,75,981,,,,,,,,,,,,,
19980926,HU,31.1N,51.0W,75,979,,,,,,,,,,,,,
19980926,HU,31.8N,49.9W,75,977,,,,,,,,,,,,,
19980926,HU,32.6N,48.8W,80,973,,,,,,,,,,,,,
19980927,HU,33.9N,47.3W,90,970,,,,,,,,,,,,,
19980927,HU,35.5N,45.2W,90,970,,,,,,,,,,,,,
19980927,HU,37.4N,42.5W,80,973,,,,,,,,,,,,,
19980927,HU,39.1N,39.0W,70,983,,,,,,,,,,,,,
19980928,TS,40.4N,34.7W,55,994,,,,,,,,,,,,,
19980928,EX,41.5N,30.0W,40,1002,,,,,,,,,,,,,
19980928,EX,42.0N,25.0W,35,1001,,,,,,,,,,,,,
19980928,EX,43.0N,20.0W,35,1000,,,,,,,,,,,,,
19980929,EX,46.0N,16.0W,35,996,,,,,,,,,,,,,
19980929,EX,48.0N,14.0W,35,994,,,,,,,,,,,,,
19980929,EX,49.0N,11.0W,35,994,,,,,,,,,,,,,
19980929,EX,49.0N,8.0W,35,991,,,,,,,,,,,,,
19981005,TD,13.9N,46.4W,30,1008,,,,,,,,,,,,,
19981005,TS,14.2N,47.1W,35,1007,,,,,,,,,,,,,
19981005,TS,14.8N,47.8W,35,1007,,,,,,,,,,,,,
19981005,TS,15.7N,48.5W,40,1006,,,,,,,,,,,,,
19981006,TS,16.5N,49.2W,40,1006,,,,,,,,,,,,,
19981006,TS,17.1N,49.3W,45,1005,,,,,,,,,,,,,
19981006,TS,17.6N,48.9W,45,1005,,,,,,,,,,,,,
19981006,TS,18.2N,48.5W,45,1005,,,,,,,,,,,,,
19981007,TS,18.9N,48.0W,50,1004,,,,,,,,,,,,,
19981007,TS,19.6N,47.5W,50,1003,,,,,,,,,,,,,
19981007,TS,20.4N,46.6W,50,1002,,,,,,,,,,,,,
19981007,TS,21.5N,45.3W,50,1001,,,,,,,,,,,,,
19981008,TS,22.9N,43.9W,55,1000,,,,,,,,,,,,,
19981008,TS,24.6N,42.1W,55,999,,,,,,,,,,,,,
19981008,TS,26.9N,40.1W,55,999,,,,,,,,,,,,,
19981008,TS,29.6N,38.6W,60,999,,,,,,,,,,,,,
19981009,TS,32.9N,37.8W,60,999,,,,,,,,,,,,,
19981009,TS,36.8N,37.9W,60,997,,,,,,,,,,,,,
19981009,HU,41.6N,38.7W,65,995,,,,,,,,,,,,,
19981009,HU,47.1N,39.3W,65,997,,,,,,,,,,,,,
19981010,EX,52.1N,32.0W,60,999,,,,,,,,,,,,,
19981022,TD,11.6N,76.1W,30,1002,,,,,,,,,,,,,
19981022,TD,11.9N,77.1W,30,1002,,,,,,,,,,,,,
19981022,TD,12.0N,77.9W,30,1002,,,,,,,,,,,,,
19981022,TS,11.6N,77.9W,35,1001,,,,,,,,,,,,,
19981023,TS,11.8N,77.6W,40,1000,,,,,,,,,,,,,
19981023,TS,12.2N,77.6W,45,999,,,,,,,,,,,,,
19981023,TS,12.5N,77.8W,45,999,,,,,,,,,,,,,
19981023,TS,12.9N,78.0W,50,998,,,,,,,,,,,,,
19981024,TS,13.4N,77.9W,55,997,,,,,,,,,,,,,
19981024,HU,13.9N,77.8W,65,990,,,,,,,,,,,,,
19981024,HU,14.5N,77.9W,75,985,,,,,,,,,,,,,
19981024,HU,15.0N,78.1W,90,980,,,,,,,,,,,,,
19981025,HU,15.5N,78.4W,100,965,,,,,,,,,,,,,
19981025,HU,16.0N,78.9W,105,951,,,,,,,,,,,,,
19981025,HU,16.2N,79.6W,115,945,,,,,,,,,,,,,
19981025,HU,16.4N,80.3W,125,926,,,,,,,,,,,,,
19981026,HU,16.4N,81.0W,130,923,,,,,,,,,,,,,
19981026,HU,16.4N,81.8W,135,922,,,,,,,,,,,,,
19981026,HU,16.6N,82.6W,145,914,,,,,,,,,,,,,
19981026,HU,16.9N,83.1W,155,905,,,,,,,,,,,,,
19981027,HU,17.2N,83.8W,155,910,,,,,,,,,,,,,
19981027,HU,17.3N,84.4W,150,917,,,,,,,,,,,,,
19981027,HU,17.1N,85.0W,150,922,,,,,,,,,,,,,
19981027,HU,16.9N,85.4W,145,928,,,,,,,,,,,,,
19981028,HU,16.6N,85.6W,140,933,,,,,,,,,,,,,
19981028,HU,16.3N,85.6W,130,938,,,,,,,,,,,,,
19981028,HU,16.3N,85.6W,115,948,,,,,,,,,,,,,
19981028,HU,16.3N,85.7W,95,959,,,,,,,,,,,,,
19981029,HU,16.2N,85.8W,85,970,,,,,,,,,,,,,
19981029,HU,16.1N,85.8W,75,979,,,,,,,,,,,,,
19981029,HU,15.9N,85.7W,70,987,,,,,,,,,,,,,
19981029,TS,15.8N,85.6W,60,994,,,,,,,,,,,,,
19981030,TS,15.6N,85.7W,55,995,,,,,,,,,,,,,
19981030,TS,15.4N,85.9W,50,996,,,,,,,,,,,,,
19981030,TS,15.2N,86.1W,45,997,,,,,,,,,,,,,
19981030,TS,14.9N,86.5W,45,998,,,,,,,,,,,,,
19981031,TS,14.7N,87.0W,45,999,,,,,,,,,,,,,
19981031,TS,14.5N,87.7W,40,1000,,,,,,,,,,,,,
19981031,TS,14.5N,88.5W,35,1000,,,,,,,,,,,,,
19981031,TD,14.6N,89.2W,30,1001,,,,,,,,,,,,,
19981101,TD,14.6N,90.0W,30,1002,,,,,,,,,,,,,
19981101,TD,14.7N,90.8W,25,1003,,,,,,,,,,,,,
19981101,TD,14.9N,91.5W,25,1005,,,,,,,,,,,,,
19981101,TD,15.5N,92.2W,25,1005,,,,,,,,,,,,,
19981102,LO,16.3N,92.7W,20,1005,,,,,,,,,,,,,
19981102,LO,17.1N,93.1W,20,1005,,,,,,,,,,,,,
19981102,LO,17.9N,93.4W,20,1005,,,,,,,,,,,,,
19981102,LO,18.7N,93.7W,20,1005,,,,,,,,,,,,,
19981103,LO,19.2N,93.4W,20,1003,,,,,,,,,,,,,
19981103,LO,19.3N,92.7W,20,1003,,,,,,,,,,,,,
19981103,LO,19.4N,92.1W,25,1002,,,,,,,,,,,,,
19981103,TS,19.6N,91.4W,40,997,,,,,,,,,,,,,
19981104,TS,20.0N,90.6W,35,997,,,,,,,,,,,,,
19981104,TS,20.1N,90.5W,35,998,,,,,,,,,,,,,
19981104,TD,20.8N,89.6W,30,998,,,,,,,,,,,,,
19981104,TS,21.8N,88.2W,40,998,,,,,,,,,,,,,
19981104,TS,23.3N,86.5W,40,993,,,,,,,,,,,,,
19981105,TS,24.8N,84.8W,45,993,,,,,,,,,,,,,
19981105,TS,25.6N,83.1W,50,990,,,,,,,,,,,,,
19981105,TS,26.2N,81.9W,50,989,,,,,,,,,,,,,
19981105,TS,26.6N,81.3W,55,987,,,,,,,,,,,,,
19981105,EX,27.5N,78.3W,50,992,,,,,,,,,,,,,
19981106,EX,30.0N,75.0W,50,993,,,,,,,,,,,,,
19981106,EX,32.5N,72.0W,50,992,,,,,,,,,,,,,
19981106,EX,35.0N,68.0W,50,990,,,,,,,,,,,,,
19981106,EX,37.0N,63.0W,50,989,,,,,,,,,,,,,
19981107,EX,39.0N,58.0W,50,990,,,,,,,,,,,,,
19981107,EX,41.0N,53.0W,50,992,,,,,,,,,,,,,
19981107,EX,42.5N,47.5W,50,986,,,,,,,,,,,,,
19981107,EX,44.5N,42.0W,60,972,,,,,,,,,,,,,
19981108,EX,46.5N,36.5W,60,974,,,,,,,,,,,,,
19981108,EX,48.5N,31.0W,60,972,,,,,,,,,,,,,
19981108,EX,50.0N,25.0W,60,962,,,,,,,,,,,,,
19981108,EX,53.5N,20.5W,60,956,,,,,,,,,,,,,
19981109,EX,55.5N,14.5W,60,956,,,,,,,,,,,,,
19981109,EX,58.0N,10.5W,60,956,,,,,,,,,,,,,
19981109,EX,61.0N,10.0W,60,956,,,,,,,,,,,,,
19981109,EX,63.5N,5.0W,55,960,,,,,,,,,,,,,
19981124,TD,28.3N,28.0W,30,1010,,,,,,,,,,,,,
19981124,TS,27.9N,29.1W,35,1005,,,,,,,,,,,,,
19981124,TS,27.5N,30.1W,45,1000,,,,,,,,,,,,,
19981124,TS,27.2N,31.1W,60,997,,,,,,,,,,,,,
19981125,TS,26.9N,32.0W,60,995,,,,,,,,,,,,,
19981125,TS,26.6N,32.9W,60,994,,,,,,,,,,,,,
19981125,TS,26.3N,33.7W,55,994,,,,,,,,,,,,,
19981125,TS,26.0N,34.6W,50,994,,,,,,,,,,,,,
19981126,TS,25.7N,35.4W,40,998,,,,,,,,,,,,,
19981126,TS,25.5N,36.4W,35,1000,,,,,,,,,,,,,
19981126,TD,25.3N,37.3W,30,1007,,,,,,,,,,,,,
19981126,TD,25.2N,38.3W,25,1009,,,,,,,,,,,,,
19981127,TD,25.2N,39.2W,25,1009,,,,,,,,,,,,,
19981127,TD,25.3N,40.3W,25,1009,,,,,,,,,,,,,
19981127,TD,25.4N,41.7W,30,1009,,,,,,,,,,,,,
19981127,TS,25.6N,43.0W,40,1005,,,,,,,,,,,,,
19981128,TS,25.8N,44.1W,50,1001,,,,,,,,,,,,,
19981128,TS,26.3N,45.3W,50,1000,,,,,,,,,,,,,
19981128,TS,27.1N,46.2W,50,1000,,,,,,,,,,,,,
19981128,TS,28.0N,46.6W,50,1000,,,,,,,,,,,,,
19981129,TS,28.8N,46.5W,45,1000,,,,,,,,,,,,,
19981129,TS,30.0N,45.9W,45,1000,,,,,,,,,,,,,
19981129,TS,31.0N,44.9W,55,1000,,,,,,,,,,,,,
19981129,TS,31.8N,43.8W,60,995,,,,,,,,,,,,,
19981130,HU,32.6N,42.6W,65,992,,,,,,,,,,,,,
19981130,HU,33.1N,41.7W,65,992,,,,,,,,,,,,,
19981130,HU,33.8N,40.5W,65,987,,,,,,,,,,,,,
19981130,HU,34.3N,39.3W,70,984,,,,,,,,,,,,,
19981201,HU,35.1N,37.9W,75,979,,,,,,,,,,,,,
19981201,HU,37.0N,35.5W,70,980,,,,,,,,,,,,,
19981201,TS,40.4N,34.0W,60,982,,,,,,,,,,,,,
19981201,EX,43.0N,34.0W,60,985,,,,,,,,,,,,,
19981202,EX,47.0N,34.5W,50,988,,,,,,,,,,,,,
19981202,EX,49.5N,35.5W,50,990,,,,,,,,,,,,,
19981202,EX,52.0N,37.0W,50,990,,,,,,,,,,,,,
19990611,TD,27.1N,58.1W,30,1010,,,,,,,,,,,,,
19990612,TD,27.7N,57.4W,30,1010,,,,,,,,,,,,,
19990612,TD,28.1N,57.3W,30,1010,,,,,,,,,,,,,
19990612,TS,28.3N,57.3W,35,1009,,,,,,,,,,,,,
19990612,TS,28.5N,57.4W,45,1008,,,,,,,,,,,,,
19990613,TS,28.8N,57.5W,50,1006,,,,,,,,,,,,,
19990613,TS,29.0N,57.8W,50,1006,,,,,,,,,,,,,
19990613,TS,29.1N,58.2W,50,1007,,,,,,,,,,,,,
19990613,TS,29.1N,58.7W,50,1007,,,,,,,,,,,,,
19990614,TS,29.1N,59.2W,45,1008,,,,,,,,,,,,,
19990614,TS,29.2N,59.8W,40,1009,,,,,,,,,,,,,
19990614,TS,29.3N,60.4W,40,1009,,,,,,,,,,,,,
19990614,TS,29.6N,60.7W,40,1009,,,,,,,,,,,,,
19990615,TS,29.8N,61.1W,40,1009,,,,,,,,,,,,,
19990615,TS,29.7N,61.5W,40,1009,,,,,,,,,,,,,
19990615,TS,29.6N,61.3W,45,1008,,,,,,,,,,,,,
19990615,TS,29.9N,61.4W,45,1009,,,,,,,,,,,,,
19990616,TS,30.0N,61.7W,45,1009,,,,,,,,,,,,,
19990616,TS,30.3N,62.0W,45,1010,,,,,,,,,,,,,
19990616,TS,30.8N,62.3W,40,1010,,,,,,,,,,,,,
19990616,TS,31.3N,62.5W,35,1012,,,,,,,,,,,,,
19990617,TD,31.8N,62.8W,30,1014,,,,,,,,,,,,,
19990617,TD,32.5N,63.0W,30,1015,,,,,,,,,,,,,
19990617,TD,33.4N,63.0W,30,1015,,,,,,,,,,,,,
19990617,TD,34.4N,62.3W,30,1015,,,,,,,,,,,,,
19990618,TD,35.4N,61.6W,25,1015,,,,,,,,,,,,,
19990702,TD,20.2N,95.0W,30,1006,,,,,,,,,,,,,
19990703,TD,20.6N,96.3W,30,1004,,,,,,,,,,,,,
19990703,TD,20.5N,97.0W,30,1004,,,,,,,,,,,,,
19990703,TD,20.4N,97.3W,25,1005,,,,,,,,,,,,,
19990818,TD,19.5N,94.4W,30,1010,,,,,,,,,,,,,
19990819,TD,19.5N,94.5W,30,1008,,,,,,,,,,,,,
19990819,TD,19.6N,94.6W,30,1008,,,,,,,,,,,,,
19990819,TD,19.7N,94.6W,30,1008,,,,,,,,,,,,,
19990819,TS,19.8N,94.7W,35,1005,,,,,,,,,,,,,
19990820,TS,19.8N,94.7W,40,1000,,,,,,,,,,,,,
19990820,TS,20.0N,94.6W,45,998,,,,,,,,,,,,,
19990820,TS,20.4N,94.5W,50,993,,,,,,,,,,,,,
19990820,TS,21.2N,94.4W,55,991,,,,,,,,,,,,,
19990821,HU,21.9N,94.5W,65,983,,,,,,,,,,,,,
19990821,HU,22.5N,94.7W,75,980,,,,,,,,,,,,,
19990821,HU,23.1N,94.9W,80,979,,,,,,,,,,,,,
19990821,HU,23.8N,95.0W,90,975,,,,,,,,,,,,,
19990822,HU,24.7N,95.1W,120,954,,,,,,,,,,,,,
19990822,HU,25.5N,95.5W,125,950,,,,,,,,,,,,,
19990822,HU,26.2N,96.1W,125,944,,,,,,,,,,,,,
19990822,HU,26.6N,96.8W,120,946,,,,,,,,,,,,,
19990823,HU,26.9N,97.4W,100,951,,,,,,,,,,,,,
19990823,HU,27.0N,97.9W,80,963,,,,,,,,,,,,,
19990823,TS,27.3N,98.3W,60,980,,,,,,,,,,,,,
19990823,TS,27.6N,98.8W,35,993,,,,,,,,,,,,,
19990824,TD,28.0N,99.5W,30,1000,,,,,,,,,,,,,
19990824,TD,28.0N,100.4W,30,1003,,,,,,,,,,,,,
19990824,TD,27.8N,101.3W,25,1006,,,,,,,,,,,,,
19990824,TD,27.7N,102.1W,25,1007,,,,,,,,,,,,,
19990825,TD,27.6N,103.0W,20,1008,,,,,,,,,,,,,
19990819,TD,13.5N,18.9W,30,1003,,,,,,,,,,,,,
19990819,TD,13.8N,20.3W,30,1003,,,,,,,,,,,,,
19990819,TD,13.9N,21.5W,30,1003,,,,,,,,,,,,,
19990819,TD,13.8N,22.5W,30,1003,,,,,,,,,,,,,
19990820,TD,13.7N,23.4W,30,1002,,,,,,,,,,,,,
19990820,TD,13.6N,24.3W,30,1002,,,,,,,,,,,,,
19990820,TD,13.5N,25.4W,30,1002,,,,,,,,,,,,,
19990820,TS,13.6N,26.6W,35,1001,,,,,,,,,,,,,
19990821,TS,13.6N,27.7W,40,1000,,,,,,,,,,,,,
19990821,TS,13.8N,28.8W,50,997,,,,,,,,,,,,,
19990821,TS,13.9N,29.7W,55,994,,,,,,,,,,,,,
19990821,TS,14.1N,30.8W,60,990,,,,,,,,,,,,,
19990822,HU,14.2N,31.7W,65,987,,,,,,,,,,,,,
19990822,HU,14.4N,32.3W,65,987,,,,,,,,,,,,,
19990822,HU,14.5N,32.7W,65,987,,,,,,,,,,,,,
19990822,TS,14.6N,33.1W,60,990,,,,,,,,,,,,,
19990823,TS,14.9N,33.9W,50,997,,,,,,,,,,,,,
19990823,TS,15.3N,34.9W,50,997,,,,,,,,,,,,,
19990823,TS,15.7N,35.9W,50,997,,,,,,,,,,,,,
19990823,TS,16.1N,36.9W,50,997,,,,,,,,,,,,,
19990824,TS,16.6N,38.0W,50,997,,,,,,,,,,,,,
19990824,TS,16.9N,39.2W,50,997,,,,,,,,,,,,,
19990824,TS,17.2N,40.6W,50,997,,,,,,,,,,,,,
19990824,TS,17.5N,42.2W,50,997,,,,,,,,,,,,,
19990825,TS,17.8N,43.6W,55,994,,,,,,,,,,,,,
19990825,TS,18.4N,44.8W,55,994,,,,,,,,,,,,,
19990825,TS,19.3N,45.9W,55,994,,,,,,,,,,,,,
19990825,TS,20.4N,47.1W,60,990,,,,,,,,,,,,,
19990826,HU,21.7N,48.2W,65,987,,,,,,,,,,,,,
19990826,HU,22.9N,49.5W,65,987,,,,,,,,,,,,,
19990826,HU,24.2N,50.8W,65,987,,,,,,,,,,,,,
19990826,HU,25.4N,52.0W,70,984,,,,,,,,,,,,,
19990827,HU,26.4N,53.1W,80,978,,,,,,,,,,,,,
19990827,HU,27.2N,54.3W,80,978,,,,,,,,,,,,,
19990827,HU,27.8N,55.4W,90,970,,,,,,,,,,,,,
19990827,HU,28.3N,56.2W,90,970,,,,,,,,,,,,,
19990828,HU,28.7N,56.9W,100,961,,,,,,,,,,,,,
19990828,HU,29.3N,57.5W,115,948,,,,,,,,,,,,,
19990828,HU,30.1N,58.0W,120,942,,,,,,,,,,,,,
19990828,HU,30.8N,58.5W,120,943,,,,,,,,,,,,,
19990829,HU,31.5N,58.4W,120,944,,,,,,,,,,,,,
19990829,HU,32.3N,58.4W,115,948,,,,,,,,,,,,,
19990829,HU,33.1N,58.2W,100,961,,,,,,,,,,,,,
19990829,HU,33.8N,57.4W,95,965,,,,,,,,,,,,,
19990830,HU,34.3N,56.3W,90,970,,,,,,,,,,,,,
19990830,HU,34.7N,55.5W,90,970,,,,,,,,,,,,,
19990830,HU,35.3N,54.9W,80,978,,,,,,,,,,,,,
19990830,HU,36.1N,54.2W,80,978,,,,,,,,,,,,,
19990831,HU,37.0N,52.6W,70,984,,,,,,,,,,,,,
19990831,TS,38.2N,50.6W,60,990,,,,,,,,,,,,,
19990831,TS,40.4N,48.2W,50,997,,,,,,,,,,,,,
19990824,TD,21.5N,67.7W,30,1009,,,,,,,,,,,,,
19990824,TD,22.0N,68.9W,30,1009,,,,,,,,,,,,,
19990824,TS,22.4N,70.0W,35,1009,,,,,,,,,,,,,
19990824,TS,22.7N,70.9W,40,1009,,,,,,,,,,,,,
19990825,TS,22.8N,71.5W,40,1008,,,,,,,,,,,,,
19990825,TS,23.0N,71.9W,40,1007,,,,,,,,,,,,,
19990825,TS,23.2N,72.1W,45,1004,,,,,,,,,,,,,
19990825,TS,23.4N,72.3W,55,1000,,,,,,,,,,,,,
19990826,TS,23.6N,72.5W,60,998,,,,,,,,,,,,,
19990826,HU,23.8N,73.1W,65,995,,,,,,,,,,,,,
19990826,HU,24.1N,73.6W,65,995,,,,,,,,,,,,,
19990826,HU,24.4N,74.0W,70,990,,,,,,,,,,,,,
19990827,HU,24.8N,74.4W,65,993,,,,,,,,,,,,,
19990827,HU,25.2N,75.0W,65,988,,,,,,,,,,,,,
19990827,HU,25.6N,75.5W,65,988,,,,,,,,,,,,,
19990827,HU,25.9N,75.9W,65,987,,,,,,,,,,,,,
19990828,HU,26.1N,76.2W,70,982,,,,,,,,,,,,,
19990828,HU,26.5N,76.7W,75,976,,,,,,,,,,,,,
19990828,HU,26.6N,76.8W,75,976,,,,,,,,,,,,,
19990828,HU,27.1N,77.0W,85,973,,,,,,,,,,,,,
19990828,HU,27.7N,77.3W,90,969,,,,,,,,,,,,,
19990829,HU,28.3N,77.7W,90,969,,,,,,,,,,,,,
19990829,HU,29.0N,77.9W,90,970,,,,,,,,,,,,,
19990829,HU,29.9N,78.4W,90,971,,,,,,,,,,,,,
19990829,HU,30.8N,78.4W,90,967,,,,,,,,,,,,,
19990830,HU,31.9N,78.1W,90,964,,,,,,,,,,,,,
19990830,HU,32.8N,77.6W,90,962,,,,,,,,,,,,,
19990830,HU,33.6N,76.5W,85,965,,,,,,,,,,,,,
