date,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,,,,,,,,,,,,,
18920915,TS,48.2N,22.8W,50,,,,,,,,,,,,,,
18920916,TS,47.5N,20.6W,50,,,,,,,,,,,,,,
18920916,TS,46.8N,18.4W,50,,,,,,,,,,,,,,
18920916,TS,46.2N,16.2W,50,,,,,,,,,,,,,,
18920916,TS,45.6N,14.4W,50,,,,,,,,,,,,,,
18920917,TS,45.1N,13.1W,45,,,,,,,,,,,,,,
18920917,TS,44.7N,12.2W,40,,,,,,,,,,,,,,
18920917,TS,44.3N,11.5W,35,,,,,,,,,,,,,,
18920908,TS,22.0N,92.8W,35,,,,,,,,,,,,,,
18920909,TS,22.7N,93.2W,35,,,,,,,,,,,,,,
18920909,TS,23.4N,93.7W,35,,,,,,,,,,,,,,
18920909,TS,24.1N,94.2W,40,,,,,,,,,,,,,,
18920909,TS,24.9N,94.4W,45,,,,,,,,,,,,,,
18920910,TS,25.6N,94.2W,50,,,,,,,,,,,,,,
18920910,TS,26.1N,93.9W,50,,,,,,,,,,,,,,
18920910,TS,26.6N,93.6W,50,,,,,,,,,,,,,,
18920910,TS,26.9N,93.3W,50,,,,,,,,,,,,,,
18920911,TS,27.1N,92.9W,50,,,,,,,,,,,,,,
18920911,TS,27.4N,92.4W,50,,,,,,,,,,,,,,
18920911,TS,27.6N,92.0W,50,,,,,,,,,,,,,,
18920911,TS,27.9N,91.6W,50,,,,,,,,,,,,,,
18920912,TS,28.3N,91.2W,50,,,,,,,,,,,,,,
18920912,TS,28.9N,90.7W,50,,,,,,,,,,,,,,
18920912,TS,29.0N,90.6W,50,,,,,,,,,,,,,,
18920912,TS,29.7N,90.1W,45,,,,,,,,,,,,,,
18920912,TS,30.9N,88.9W,40,,,,,,,,,,,,,,
18920913,TS,32.7N,87.7W,35,,,,,,,,,,,,,,
18920913,TS,34.7N,86.5W,35,,,,,,,,,,,,,,
18920913,EX,36.8N,85.4W,40,,,,,,,,,,,,,,
18920913,EX,39.2N,84.3W,45,,,,,,,,,,,,,,
18920914,EX,41.9N,83.1W,50,,,,,,,,,,,,,,
18920914,EX,44.3N,82.0W,50,,,,,,,,,,,,,,
18920914,EX,46.2N,80.8W,45,,,,,,,,,,,,,,
18920914,EX,47.6N,79.2W,45,,,,,,,,,,,,,,
18920915,EX,48.9N,77.1W,40,,,,,,,,,,,,,,
18920915,EX,50.2N,74.6W,40,,,,,,,,,,,,,,
18920915,EX,51.4N,72.0W,35,,,,,,,,,,,,,,
18920915,EX,52.6N,68.9W,35,,,,,,,,,,,,,,
18920916,EX,53.9N,65.2W,35,,,,,,,,,,,,,,
18920916,EX,55.1N,61.5W,35,,,,,,,,,,,,,,
18920916,EX,56.3N,58.4W,35,,,,,,,,,,,,,,
18920916,EX,57.4N,56.0W,35,,,,,,,,,,,,,,
18920917,EX,58.4N,54.2W,35,,,,,,,,,,,,,,
18920917,EX,59.4N,52.8W,35,,,,,,,,,,,,,,
18920917,EX,60.3N,51.9W,35,,,,,,,,,,,,,,
18920912,TS,15.3N,19.5W,35,,,,,,,,,,,,,,
18920912,TS,15.4N,20.5W,40,,,,,,,,,,,,,,
18920912,TS,15.5N,21.5W,45,,,,,,,,,,,,,,
18920912,TS,15.6N,22.3W,50,,,,,,,,,,,,,,
18920913,TS,15.7N,23.0W,55,,,,,,,,,,,,,,
18920913,TS,15.9N,23.6W,60,,,,,,,,,,,,,,
18920913,HU,16.0N,24.1W,65,,,,,,,,,,,,,,
18920913,HU,16.2N,24.8W,70,,,,,,,,,,,,,,
18920914,HU,16.4N,25.5W,75,,,,,,,,,,,,,,
18920914,HU,16.6N,26.2W,80,,,,,,,,,,,,,,
18920914,HU,16.9N,27.0W,85,,,,,,,,,,,,,,
18920914,HU,17.1N,27.7W,85,,,,,,,,,,,,,,
18920915,HU,17.3N,28.4W,85,,,,,,,,,,,,,,
18920915,HU,17.4N,29.2W,85,,,,,,,,,,,,,,
18920915,HU,17.6N,30.0W,85,,,,,,,,,,,,,,
18920915,HU,18.0N,31.1W,85,,,,,,,,,,,,,,
18920916,HU,18.4N,32.3W,85,,,,,,,,,,,,,,
18920916,HU,18.9N,33.4W,85,,,,,,,,,,,,,,
18920916,HU,19.4N,34.5W,85,,,,,,,,,,,,,,
18920916,HU,19.9N,35.6W,85,,,,,,,,,,,,,,
18920917,HU,20.5N,36.7W,85,,,,,,,,,,,,,,
18920917,HU,21.0N,37.8W,85,,,,,,,,,,,,,,
18920917,HU,21.5N,38.9W,85,,,,,,,,,,,,,,
18920917,HU,22.0N,39.8W,85,,,,,,,,,,,,,,
18920918,HU,22.4N,40.6W,85,,,,,,,,,,,,,,
18920918,HU,22.9N,41.4W,85,,,,,,,,,,,,,,
18920918,HU,23.4N,42.2W,85,,,,,,,,,,,,,,
18920918,HU,23.9N,43.1W,85,,,,,,,,,,,,,,
18920919,HU,24.5N,44.0W,85,,,,,,,,,,,,,,
18920919,HU,25.0N,44.9W,85,,,,,,,,,,,,,,
18920919,HU,25.6N,45.8W,85,,,,,,,,,,,,,,
18920919,HU,26.1N,46.6W,85,,,,,,,,,,,,,,
18920920,HU,26.7N,47.4W,85,,,,,,,,,,,,,,
18920920,HU,27.2N,48.2W,85,,,,,,,,,,,,,,
18920920,HU,27.7N,48.9W,85,,,,,,,,,,,,,,
18920920,HU,28.3N,49.5W,80,,,,,,,,,,,,,,
18920921,HU,29.0N,50.0W,80,,,,,,,,,,,,,,
18920921,HU,29.8N,50.4W,80,,,,,,,,,,,,,,
18920921,HU,30.6N,50.7W,75,,,,,,,,,,,,,,
18920921,HU,31.6N,50.9W,70,,,,,,,,,,,,,,
18920922,HU,32.6N,50.7W,70,,,,,,,,,,,,,,
18920922,HU,33.7N,50.3W,70,,,,,,,,,,,,,,
18920922,HU,34.7N,49.7W,65,,,,,,,,,,,,,,
18920922,TS,35.5N,48.7W,60,,,,,,,,,,,,,,
18920923,TS,36.3N,47.3W,50,,,,,,,,,,,,,,
18920923,TS,36.9N,45.4W,45,,,,,,,,,,,,,,
18920923,TS,37.5N,43.2W,35,,,,,,,,,,,,,,
18920923,TD,38.2N,41.9W,25,,,,,,,,,,,,,,
18920925,TS,19.5N,92.2W,35,,,,,,,,,,,,,,
18920925,TS,19.6N,92.9W,40,,,,,,,,,,,,,,
18920925,TS,19.9N,93.6W,40,,,,,,,,,,,,,,
18920926,TS,20.3N,94.3W,45,,,,,,,,,,,,,,
18920926,TS,20.8N,94.9W,50,,,,,,,,,,,,,,
18920926,TS,21.3N,95.5W,50,,,,,,,,,,,,,,
18920926,TS,21.9N,96.1W,50,,,,,,,,,,,,,,
18920927,TS,22.5N,96.6W,50,,,,,,,,,,,,,,
18920927,TS,23.1N,97.1W,50,,,,,,,,,,,,,,
18920927,TS,23.8N,97.6W,45,,,,,,,,,,,,,,
18920927,TS,24.3N,97.9W,35,,,,,,,,,,,,,,
18921005,TS,11.5N,56.2W,35,,,,,,,,,,,,,,
18921005,TS,11.3N,57.0W,40,,,,,,,,,,,,,,
18921005,TS,11.2N,57.6W,45,,,,,,,,,,,,,,
18921005,TS,11.2N,58.2W,50,,,,,,,,,,,,,,
18921006,TS,11.2N,58.7W,55,,,,,,,,,,,,,,
18921006,TS,11.1N,59.2W,55,,,,,,,,,,,,,,
18921006,TS,11.1N,60.0W,60,,,,,,,,,,,,,,
18921006,HU,11.1N,60.9W,65,,,,,,,,,,,,,,
18921007,HU,11.1N,62.0W,70,,,,,,,,,,,,,,
18921007,HU,11.2N,63.2W,75,,,,,,,,,,,,,,
18921007,HU,11.3N,64.4W,80,,,,,,,,,,,,,,
18921007,HU,11.5N,65.7W,80,,,,,,,,,,,,,,
18921008,HU,11.6N,67.0W,85,,,,,,,,,,,,,,
18921008,HU,11.8N,68.3W,85,,,,,,,,,,,,,,
18921008,HU,12.0N,69.6W,85,,,,,,,,,,,,,,
18921008,HU,12.2N,70.8W,85,,,,,,,,,,,,,,
18921009,HU,12.4N,72.0W,85,,,,,,,,,,,,,,
18921009,HU,12.5N,73.1W,85,,,,,,,,,,,,,,
18921009,HU,12.7N,74.3W,85,,,,,,,,,,,,,,
18921009,HU,12.9N,75.6W,85,,,,,,,,,,,,,,
18921010,HU,13.1N,76.9W,85,,,,,,,,,,,,,,
18921010,HU,13.4N,78.3W,85,,,,,,,,,,,,,,
18921010,HU,13.7N,79.5W,85,,,,,,,,,,,,,,
18921010,HU,14.0N,80.5W,85,,,,,,,,,,,,,,
18921011,HU,14.3N,81.3W,85,,,,,,,,,,,,,,
18921011,HU,14.6N,82.1W,85,,,,,,,,,,,,,,
18921011,HU,15.0N,83.0W,85,,,,,,,,,,,,,,
18921011,HU,15.5N,84.1W,80,,,,,,,,,,,,,,
18921012,HU,15.9N,85.1W,75,,,,,,,,,,,,,,
18921012,HU,16.4N,86.2W,80,,,,,,,,,,,,,,
18921012,HU,16.9N,87.2W,85,,,,,,,,,,,,,,
18921012,HU,17.4N,88.3W,85,,,,,,,,,,,,,,
18921013,TS,17.9N,89.3W,60,,,,,,,,,,,,,,
18921013,TS,18.3N,90.4W,55,,,,,,,,,,,,,,
18921013,TS,18.7N,91.4W,55,,,,,,,,,,,,,,
18921013,HU,19.0N,92.3W,65,,,,,,,,,,,,,,
18921014,HU,19.3N,93.0W,70,,,,,,,,,,,,,,
18921014,HU,19.5N,93.5W,75,,,,,,,,,,,,,,
18921014,HU,19.8N,94.1W,80,,,,,,,,,,,,,,
18921014,HU,20.0N,94.7W,85,,,,,,,,,,,,,,
18921015,HU,20.3N,95.4W,85,,,,,,,,,,,,,,
18921015,HU,20.6N,96.0W,85,,,,,,,,,,,,,,
18921015,HU,20.9N,96.6W,80,,,,,,,,,,,,,,
18921015,HU,21.3N,97.3W,70,,,,,,,,,,,,,,
18921016,TS,21.7N,98.0W,35,,,,,,,,,,,,,,
18921013,TS,26.0N,71.2W,40,,,,,,,,,,,,,,
18921013,TS,26.5N,70.7W,50,,,,,,,,,,,,,,
18921013,TS,27.0N,70.0W,60,,,,,,,,,,,,,,
18921013,HU,27.5N,69.1W,70,,,,,,,,,,,,,,
18921014,HU,28.0N,68.3W,70,,,,,,,,,,,,,,
18921014,HU,28.5N,67.7W,75,,,,,,,,,,,,,,
18921014,HU,29.0N,67.0W,80,,,,,,,,,,,,,,
18921014,HU,29.6N,66.2W,80,,,,,,,,,,,,,,
18921015,HU,30.1N,65.6W,80,,,,,,,,,,,,,,
18921015,HU,30.6N,64.9W,80,,,,,,,,,,,,,,
18921015,HU,31.0N,64.3W,80,,,,,,,,,,,,,,
18921015,HU,31.5N,63.4W,80,,,,,,,,,,,,,,
18921016,HU,32.0N,62.6W,75,,,,,,,,,,,,,,
18921016,HU,32.5N,61.7W,70,,,,,,,,,,,,,,
18921016,TS,33.0N,60.9W,60,,,,,,,,,,,,,,
18921016,TS,33.7N,59.7W,50,,,,,,,,,,,,,,
18921017,TS,34.4N,58.2W,50,,,,,,,,,,,,,,
18921017,TS,35.0N,57.2W,50,,,,,,,,,,,,,,
18921017,TS,35.5N,56.0W,50,,,,,,,,,,,,,,
18921017,TS,36.2N,54.6W,50,,,,,,,,,,,,,,
18921018,EX,37.0N,53.1W,50,,,,,,,,,,,,,,
18921018,EX,37.8N,51.8W,50,,,,,,,,,,,,,,
18921018,EX,38.8N,50.2W,50,,,,,,,,,,,,,,
18921018,EX,39.7N,48.7W,50,,,,,,,,,,,,,,
18921019,EX,40.4N,47.3W,50,,,,,,,,,,,,,,
18921019,EX,41.1N,46.3W,50,,,,,,,,,,,,,,
18921019,EX,41.9N,45.5W,45,,,,,,,,,,,,,,
18921019,EX,43.2N,44.6W,45,,,,,,,,,,,,,,
18921020,EX,44.8N,44.1W,45,,,,,,,,,,,,,,
18921020,EX,46.2N,44.9W,40,,,,,,,,,,,,,,
18921021,TS,23.0N,92.6W,35,,,,,,,,,,,,,,
18921021,TS,23.2N,92.2W,35,,,,,,,,,,,,,,
18921021,TS,23.5N,91.7W,40,,,,,,,,,,,,,,
18921021,TS,23.7N,91.4W,40,,,,,,,,,,,,,,
18921022,TS,23.9N,91.0W,40,,,,,,,,,,,,,,
18921022,TS,24.2N,90.6W,45,,,,,,,,,,,,,,
18921022,TS,24.6N,90.0W,45,,,,,,,,,,,,,,
18921022,TS,25.1N,89.4W,45,,,,,,,,,,,,,,
18921023,TS,25.5N,88.7W,45,,,,,,,,,,,,,,
18921023,TS,25.9N,87.9W,45,,,,,,,,,,,,,,
18921023,TS,26.2N,87.2W,45,,,,,,,,,,,,,,
18921023,TS,26.6N,86.3W,45,,,,,,,,,,,,,,
18921024,TS,26.9N,85.5W,45,,,,,,,,,,,,,,
18921024,TS,27.1N,84.8W,45,,,,,,,,,,,,,,
18921024,TS,27.3N,84.0W,45,,,,,,,,,,,,,,
18921024,TS,27.6N,82.7W,45,,,,,,,,,,,,,,
18921024,TS,27.6N,82.8W,45,,,,,,,,,,,,,,
18921025,TS,28.0N,81.0W,40,,,,,,,,,,,,,,
18921025,TS,28.3N,79.2W,35,,,,,,,,,,,,,,
18921025,TS,28.5N,77.7W,35,,,,,,,,,,,,,,
18921025,TS,28.6N,76.5W,35,,,,,,,,,,,,,,
18921026,TS,28.8N,75.6W,35,,,,,,,,,,,,,,
18921026,TS,29.0N,74.6W,40,,,,,,,,,,,,,,
18921026,TS,29.3N,73.5W,40,,,,,,,,,,,,,,
18921026,TS,29.7N,72.1W,45,,,,,,,,,,,,,,
18921027,TS,30.5N,71.0W,45,,,,,,,,,,,,,,
18921027,TS,31.2N,70.2W,45,,,,,,,,,,,,,,
18921027,TS,32.0N,69.5W,45,,,,,,,,,,,,,,
18921027,TS,32.7N,68.9W,45,,,,,,,,,,,,,,
18921028,TS,33.3N,68.3W,45,,,,,,,,,,,,,,
18921028,TS,34.0N,67.8W,45,,,,,,,,,,,,,,
18921028,TS,34.7N,67.2W,45,,,,,,,,,,,,,,
18921028,TS,35.8N,66.6W,45,,,,,,,,,,,,,,
18921029,TS,36.6N,66.2W,45,,,,,,,,,,,,,,
18921029,TS,37.5N,66.0W,40,,,,,,,,,,,,,,
18930612,TS,20.5N,95.2W,35,,,,,,,,,,,,,,
18930612,TS,21.2N,94.7W,40,,,,,,,,,,,,,,
18930612,TS,21.7N,94.3W,45,,,,,,,,,,,,,,
18930613,TS,22.2N,93.9W,50,,,,,,,,,,,,,,
18930613,TS,22.7N,93.4W,55,,,,,,,,,,,,,,
18930613,TS,23.3N,92.7W,60,,,,,,,,,,,,,,
18930613,TS,24.0N,91.9W,60,,,,,,,,,,,,,,
18930614,TS,24.5N,91.2W,60,,,,,,,,,,,,,,
18930614,TS,25.2N,90.4W,60,,,,,,,,,,,,,,
18930614,TS,25.8N,89.7W,60,,,,,,,,,,,,,,
18930614,TS,26.2N,88.9W,60,,,,,,,,,,,,,,
18930615,TS,26.6N,88.2W,60,,,,,,,,,,,,,,
18930615,TS,27.0N,87.4W,60,,,,,,,,,,,,,,
18930615,TS,27.7N,86.5W,60,,,,,,,,,,,,,,
18930615,TS,28.6N,85.3W,60,,,,,,,,,,,,,,
18930615,TS,29.9N,83.7W,60,,,,,,,,,,,,,,
18930616,TS,30.1N,83.4W,50,,,,,,,,,,,,,,
18930616,TS,31.7N,81.5W,45,,,,,,,,,,,,,,
18930616,TS,33.1N,79.8W,50,,,,,,,,,,,,,,
18930616,TS,34.3N,78.4W,50,,,,,,,,,,,,,,
18930617,TS,35.5N,77.1W,50,,,,,,,,,,,,,,
18930617,TS,36.6N,75.7W,55,,,,,,,,,,,,,,
18930617,TS,37.5N,74.3W,60,,,,,,,,,,,,,,
18930617,HU,38.3N,72.9W,65,,,,,,,,,,,,,,
18930618,HU,39.0N,71.6W,65,,,,,,,,,,,,,,
18930618,HU,39.8N,70.2W,65,,,,,,,,,,,,,,
18930618,HU,40.5N,68.8W,65,,,,,,,,,,,,,,
18930618,HU,41.2N,66.8W,65,,,,,,,,,,,,,,
18930619,HU,42.0N,64.1W,65,,,,,,,,,,,,,,
18930619,HU,42.7N,61.3W,65,,,,,,,,,,,,,,
18930619,HU,43.4N,59.3W,65,,,,,,,,,,,,,,
18930619,HU,44.0N,58.0W,65,,,,,,,,,,,,,,
18930620,EX,44.5N,56.8W,60,,,,,,,,,,,,,,
18930620,EX,45.0N,55.8W,60,,,,,,,,,,,,,,
18930620,EX,45.4N,55.0W,60,,,,,,,,,,,,,,
18930620,EX,45.9N,54.0W,60,,,,,,,,,,,,,,
18930704,TS,11.1N,79.2W,35,,,,,,,,,,,,,,
18930704,TS,11.8N,79.8W,40,,,,,,,,,,,,,,
18930705,TS,12.6N,80.4W,50,,,,,,,,,,,,,,
18930705,TS,13.3N,81.2W,60,,,,,,,,,,,,,,
18930705,HU,14.0N,82.0W,70,,,,,,,,,,,,,,
18930705,HU,14.7N,82.9W,85,,,,,,,,,,,,,,
18930706,HU,15.4N,83.9W,75,,,,,,,,,,,,,,
18930706,HU,16.0N,84.9W,70,,,,,,,,,,,,,,
18930706,HU,16.7N,86.0W,80,,,,,,,,,,,,,,
18930706,HU,17.2N,87.0W,80,,,,,,,,,,,,,,
18930707,HU,17.9N,88.2W,80,,,,,,,,,,,,,,
18930707,TS,18.4N,89.5W,60,,,,,,,,,,,,,,
18930707,TS,18.7N,91.0W,40,,,,,,,,,,,,,,
18930707,TD,19.0N,92.5W,30,,,,,,,,,,,,,,
18930813,TS,9.6N,50.5W,35,,,,,,,,,,,,,,
18930813,TS,10.3N,51.5W,40,,,,,,,,,,,,,,
18930814,TS,10.9N,52.6W,40,,,,,,,,,,,,,,
18930814,TS,11.6N,53.7W,45,,,,,,,,,,,,,,
18930814,TS,12.2N,54.8W,50,,,,,,,,,,,,,,
18930814,TS,12.9N,56.0W,55,,,,,,,,,,,,,,
18930815,TS,13.5N,57.3W,60,,,,,,,,,,,,,,
18930815,HU,14.2N,58.5W,65,,,,,,,,,,,,,,
18930815,HU,14.8N,59.7W,65,,,,,,,,,,,,,,
18930815,HU,15.4N,60.8W,70,,,,,,,,,,,,,,
18930816,HU,16.0N,61.8W,75,,,,,,,,,,,,,,
18930816,HU,16.6N,62.9W,80,,,,,,,,,,,,,,
18930816,HU,17.2N,63.9W,90,,,,,,,,,,,,,,
18930816,HU,17.6N,64.9W,100,,,,,,,,,,,,,,
18930817,HU,18.0N,65.9W,100,,,,,,,,,,,,,,
18930817,HU,18.5N,67.0W,90,,,,,,,,,,,,,,
18930817,HU,19.0N,68.0W,95,,,,,,,,,,,,,,
18930817,HU,19.6N,68.9W,100,,,,,,,,,,,,,,
18930818,HU,20.2N,69.7W,100,,,,,,,,,,,,,,
18930818,HU,20.9N,70.4W,105,,,,,,,,,,,,,,
18930818,HU,21.8N,71.2W,105,,,,,,,,,,,,,,
18930818,HU,22.5N,72.1W,105,,,,,,,,,,,,,,
18930819,HU,23.2N,72.9W,105,,,,,,,,,,,,,,
18930819,HU,24.0N,73.8W,105,,,,,,,,,,,,,,
18930819,HU,24.8N,74.7W,105,,,,,,,,,,,,,,
18930819,HU,25.7N,75.4W,105,,,,,,,,,,,,,,
18930820,HU,26.7N,75.7W,105,,,,,,,,,,,,,,
18930820,HU,27.9N,75.8W,105,,,,,,,,,,,,,,
18930820,HU,29.1N,75.5W,100,,,,,,,,,,,,,,
18930820,HU,30.8N,75.0W,95,,,,,,,,,,,,,,
18930821,HU,32.7N,73.8W,90,,,,,,,,,,,,,,
18930821,HU,34.8N,72.3W,90,,,,,,,,,,,,,,
18930821,HU,37.0N,70.6W,90,,,,,,,,,,,,,,
18930821,HU,39.5N,68.6W,80,,,,,,,,,,,,,,
18930822,HU,42.2N,66.3W,70,,,,,,,,,,,,,,
18930822,EX,44.8N,63.8W,60,,,,,,,,,,,,,,
18930822,EX,47.4N,59.7W,50,,,,,,,,,,,,,,
18930822,EX,49.4N,55.3W,50,,,,,,,,,,,,,,
18930823,EX,50.7N,52.5W,50,,,,,,,,,,,,,,
18930823,EX,51.3N,50.0W,50,,,,,,,,,,,,,,
18930823,EX,51.6N,48.0W,50,,,,,,,,,,,,,,
18930823,EX,51.1N,45.1W,50,,,,,,,,,,,,,,
18930824,EX,50.4N,43.1W,50,,,,,,,,,,,,,,
18930824,EX,49.6N,41.8W,50,,,,,,,,,,,,,,
18930824,EX,49.1N,40.0W,50,,,,,,,,,,,,,,
18930824,EX,49.2N,38.7W,50,,,,,,,,,,,,,,
18930825,EX,49.4N,37.1W,50,,,,,,,,,,,,,,
18930825,EX,49.7N,36.0W,45,,,,,,,,,,,,,,
18930825,EX,50.0N,35.0W,40,,,,,,,,,,,,,,
18930825,EX,50.6N,33.9W,35,,,,,,,,,,,,,,
18930815,TS,14.0N,36.5W,35,,,,,,,,,,,,,,
18930815,TS,14.2N,37.7W,40,,,,,,,,,,,,,,
18930815,TS,14.4N,38.6W,45,,,,,,,,,,,,,,
18930816,TS,14.7N,39.6W,45,,,,,,,,,,,,,,
18930816,TS,14.9N,40.5W,50,,,,,,,,,,,,,,
18930816,TS,15.1N,41.5W,55,,,,,,,,,,,,,,
18930816,TS,15.3N,42.6W,60,,,,,,,,,,,,,,
18930817,HU,15.6N,43.7W,65,,,,,,,,,,,,,,
18930817,HU,15.9N,44.8W,65,,,,,,,,,,,,,,
18930817,HU,16.1N,45.9W,70,,,,,,,,,,,,,,
18930817,HU,16.3N,46.9W,75,,,,,,,,,,,,,,
18930818,HU,16.5N,47.9W,80,,,,,,,,,,,,,,
18930818,HU,16.8N,48.9W,85,,,,,,,,,,,,,,
18930818,HU,17.2N,49.9W,85,,,,,,,,,,,,,,
18930818,HU,17.6N,51.3W,85,,,,,,,,,,,,,,
18930819,HU,18.0N,52.9W,85,,,,,,,,,,,,,,
18930819,HU,18.5N,54.5W,85,,,,,,,,,,,,,,
18930819,HU,19.1N,55.8W,85,,,,,,,,,,,,,,
18930819,HU,19.7N,57.0W,85,,,,,,,,,,,,,,
18930820,HU,20.3N,58.1W,85,,,,,,,,,,,,,,
18930820,HU,21.0N,59.2W,85,,,,,,,,,,,,,,
18930820,HU,21.6N,60.3W,85,,,,,,,,,,,,,,
18930820,HU,22.2N,61.4W,85,,,,,,,,,,,,,,
18930821,HU,22.7N,62.4W,85,,,,,,,,,,,,,,
18930821,HU,23.3N,63.5W,85,,,,,,,,,,,,,,
18930821,HU,23.9N,64.6W,85,,,,,,,,,,,,,,
18930821,HU,24.4N,65.8W,85,,,,,,,,,,,,,,
18930822,HU,25.2N,67.1W,85,,,,,,,,,,,,,,
18930822,HU,26.1N,68.4W,90,,,,,,,,,,,,,,
18930822,HU,27.1N,69.8W,95,,,,,,,,,,,,,,
18930822,HU,28.4N,70.7W,100,,,,,,,,,,,,,,
18930823,HU,29.8N,71.6W,100,952,,,,,,,,,,,,,
18930823,HU,31.4N,72.5W,100,,,,,,,,,,,,,,
18930823,HU,33.1N,73.2W,100,,,,,,,,,,,,,,
18930823,HU,35.0N,73.7W,95,,,,,,,,,,,,,,
18930824,HU,36.8N,74.0W,85,,,,,,,,,,,,,,
18930824,HU,38.6N,73.9W,80,,,,,,,,,,,,,,
18930824,HU,40.7N,73.9W,75,986,,,,,,,,,,,,,
18930824,TS,43.0N,73.0W,60,,,,,,,,,,,,,,
18930825,EX,45.4N,71.0W,55,,,,,,,,,,,,,,
18930825,EX,47.4N,68.5W,50,,,,,,,,,,,,,,
18930825,EX,49.3N,66.0W,40,,,,,,,,,,,,,,
18930825,EX,50.6N,63.1W,45,,,,,,,,,,,,,,
18930826,EX,51.1N,59.7W,40,,,,,,,,,,,,,,
18930826,EX,51.1N,56.5W,40,,,,,,,,,,,,,,
18930826,EX,50.7N,53.8W,40,,,,,,,,,,,,,,
18930826,EX,50.0N,51.4W,40,,,,,,,,,,,,,,
18930815,TS,32.2N,60.4W,35,,,,,,,,,,,,,,
18930815,TS,33.1N,62.1W,40,,,,,,,,,,,,,,
18930816,TS,34.2N,64.0W,45,,,,,,,,,,,,,,
18930816,TS,35.5N,66.1W,55,,,,,,,,,,,,,,
18930816,TS,37.0N,67.0W,60,,,,,,,,,,,,,,
18930816,HU,38.4N,66.1W,70,,,,,,,,,,,,,,
18930817,HU,40.2N,64.7W,80,,,,,,,,,,,,,,
18930817,HU,41.9N,62.7W,85,,,,,,,,,,,,,,
18930817,HU,43.4N,60.8W,85,,,,,,,,,,,,,,
18930817,HU,44.8N,58.8W,85,,,,,,,,,,,,,,
18930818,HU,46.1N,56.8W,85,,,,,,,,,,,,,,
18930818,HU,47.3N,54.7W,80,,,,,,,,,,,,,,
18930818,HU,48.4N,52.5W,70,,,,,,,,,,,,,,
18930818,HU,49.5N,49.7W,65,,,,,,,,,,,,,,
18930819,HU,50.5N,47.4W,65,,,,,,,,,,,,,,
18930819,HU,51.7N,44.5W,65,,,,,,,,,,,,,,
18930815,TS,18.1N,20.2W,40,,,,,,,,,,,,,,
18930815,TS,17.6N,20.9W,40,,,,,,,,,,,,,,
18930816,TS,17.2N,21.6W,40,,,,,,,,,,,,,,
18930816,TS,16.8N,22.4W,40,,,,,,,,,,,,,,
18930816,TS,16.5N,23.2W,40,,,,,,,,,,,,,,
18930816,TS,16.2N,24.1W,40,,,,,,,,,,,,,,
18930817,TS,16.0N,25.0W,40,,,,,,,,,,,,,,
18930817,TS,15.8N,26.0W,40,,,,,,,,,,,,,,
18930817,TS,15.6N,26.9W,40,,,,,,,,,,,,,,
18930817,TS,15.5N,27.8W,45,,,,,,,,,,,,,,
18930818,TS,15.4N,28.6W,45,,,,,,,,,,,,,,
18930818,TS,15.4N,29.4W,50,,,,,,,,,,,,,,
18930818,TS,15.5N,30.3W,50,,,,,,,,,,,,,,
18930818,TS,15.6N,31.3W,55,,,,,,,,,,,,,,
18930819,TS,15.8N,32.4W,55,,,,,,,,,,,,,,
18930819,TS,16.1N,33.8W,60,,,,,,,,,,,,,,
18930819,HU,16.5N,35.4W,65,,,,,,,,,,,,,,
18930819,HU,17.0N,37.4W,70,,,,,,,,,,,,,,
18930820,HU,17.5N,39.6W,75,,,,,,,,,,,,,,
18930820,HU,18.0N,41.9W,80,,,,,,,,,,,,,,
18930820,HU,18.6N,44.0W,85,,,,,,,,,,,,,,
18930820,HU,19.2N,45.8W,85,,,,,,,,,,,,,,
18930821,HU,19.8N,47.6W,85,,,,,,,,,,,,,,
18930821,HU,20.5N,49.4W,85,,,,,,,,,,,,,,
18930821,HU,21.0N,51.0W,85,,,,,,,,,,,,,,
18930821,HU,21.4N,52.5W,85,,,,,,,,,,,,,,
18930822,HU,21.7N,54.0W,85,,,,,,,,,,,,,,
18930822,HU,21.9N,55.5W,85,972,,,,,,,,,,,,,
18930822,HU,22.0N,57.0W,90,,,,,,,,,,,,,,
18930822,HU,22.1N,58.5W,95,,,,,,,,,,,,,,
18930823,HU,22.3N,60.0W,100,,,,,,,,,,,,,,
18930823,HU,22.4N,61.4W,105,,,,,,,,,,,,,,
18930823,HU,22.5N,62.7W,105,,,,,,,,,,,,,,
18930823,HU,22.6N,63.9W,105,,,,,,,,,,,,,,
18930824,HU,22.8N,64.9W,105,,,,,,,,,,,,,,
18930824,HU,22.9N,65.9W,105,,,,,,,,,,,,,,
18930824,HU,23.0N,67.0W,105,,,,,,,,,,,,,,
18930824,HU,23.2N,68.1W,105,,,,,,,,,,,,,,
18930825,HU,23.5N,69.3W,105,,,,,,,,,,,,,,
18930825,HU,23.8N,70.4W,105,,,,,,,,,,,,,,
18930825,HU,24.1N,71.6W,105,,,,,,,,,,,,,,
18930825,HU,24.4N,72.9W,105,,,,,,,,,,,,,,
18930826,HU,24.7N,74.2W,105,,,,,,,,,,,,,,
18930826,HU,25.1N,75.6W,105,,,,,,,,,,,,,,
18930826,HU,25.5N,76.9W,105,,,,,,,,,,,,,,
