date,latitude,longitude,max_sustained_wind,central_pressure,tmrw windspeed
1948-09-03,25.1N,93.2W,45,,50.0
1948-09-03,25.9N,92.6W,50,998.0,60.0
1948-09-03,26.9N,91.9W,60,990.0,65.0
1948-09-04,27.9N,91.3W,65,,70.0
1948-09-04,28.9N,90.6W,70,983.0,70.0
1948-09-04,29.1N,90.5W,70,983.0,60.0
1948-09-04,29.9N,90.0W,60,986.0,45.0
1948-09-04,31.1N,89.4W,45,,35.0
1948-09-05,32.3N,89.1W,35,,30.0
1948-09-05,33.5N,89.1W,30,,25.0
1948-09-05,34.8N,89.2W,25,,25.0
1948-09-05,35.8N,89.3W,25,,25.0
1948-09-06,36.5N,89.3W,25,,25.0
1948-09-06,37.5N,89.1W,25,,20.0
1948-09-06,38.8N,88.6W,20,,20.0
1948-09-06,40.0N,87.6W,20,,35.0
1948-09-04,14.3N,20.2W,35,,40.0
1948-09-04,14.2N,21.3W,40,,40.0
1948-09-04,14.2N,22.4W,40,,40.0
1948-09-05,14.3N,23.6W,40,,40.0
1948-09-05,14.4N,24.8W,40,,45.0
1948-09-05,14.5N,26.0W,45,,45.0
1948-09-05,14.6N,27.3W,45,,45.0
1948-09-06,14.8N,28.7W,45,,45.0
1948-09-06,15.0N,30.1W,45,,50.0
1948-09-06,15.2N,31.5W,50,,50.0
1948-09-06,15.5N,32.9W,50,,50.0
1948-09-07,16.0N,34.3W,50,,50.0
1948-09-07,16.6N,35.7W,50,,50.0
1948-09-07,17.0N,37.0W,50,,50.0
1948-09-07,17.2N,38.3W,50,,50.0
1948-09-08,17.3N,39.6W,50,,50.0
1948-09-08,17.3N,40.8W,50,,50.0
1948-09-08,17.3N,42.0W,50,,50.0
1948-09-08,17.3N,43.2W,50,,50.0
1948-09-09,17.3N,44.3W,50,,50.0
1948-09-09,17.3N,45.4W,50,,50.0
1948-09-09,17.3N,46.6W,50,,50.0
1948-09-09,17.3N,47.9W,50,,50.0
1948-09-10,17.4N,49.2W,50,,50.0
1948-09-10,17.6N,50.5W,50,,50.0
1948-09-10,18.0N,51.8W,50,,50.0
1948-09-10,18.5N,53.1W,50,,55.0
1948-09-11,19.4N,54.5W,55,,65.0
1948-09-11,20.4N,55.9W,65,,80.0
1948-09-11,21.6N,57.4W,80,,90.0
1948-09-11,22.9N,59.0W,90,,100.0
1948-09-12,24.0N,61.0W,100,,105.0
1948-09-12,24.6N,62.0W,105,,110.0
1948-09-12,25.4N,62.8W,110,,110.0
1948-09-12,26.8N,63.6W,110,,115.0
1948-09-13,28.5N,64.4W,115,,115.0
1948-09-13,29.8N,65.2W,115,,115.0
1948-09-13,31.0N,65.8W,115,,110.0
1948-09-13,32.3N,65.8W,110,,105.0
1948-09-14,33.7N,65.5W,105,,100.0
1948-09-14,35.1N,64.9W,100,,95.0
1948-09-14,36.5N,64.0W,95,,85.0
1948-09-14,38.5N,62.6W,85,,80.0
1948-09-15,40.3N,60.4W,80,,75.0
1948-09-15,42.0N,57.4W,75,,70.0
1948-09-15,44.6N,53.4W,70,,65.0
1948-09-15,47.1N,48.8W,65,,60.0
1948-09-16,49.8N,44.2W,60,,55.0
1948-09-16,53.0N,40.0W,55,,55.0
1948-09-16,56.3N,35.0W,55,,55.0
1948-09-16,58.3N,29.0W,55,,60.0
1948-09-17,60.0N,22.0W,60,,60.0
1948-09-17,61.5N,14.0W,60,,60.0
1948-09-17,62.5N,6.0W,60,,40.0
1948-09-07,36.0N,58.0W,40,,45.0
1948-09-07,35.8N,60.0W,45,,45.0
1948-09-08,36.0N,61.5W,45,,50.0
1948-09-08,36.3N,62.5W,50,,50.0
1948-09-08,36.8N,63.2W,50,,55.0
1948-09-08,37.3N,63.7W,55,,55.0
1948-09-09,37.9N,64.0W,55,,50.0
1948-09-09,38.5N,64.0W,50,,45.0
1948-09-09,39.1N,63.9W,45,,45.0
1948-09-09,40.1N,63.4W,45,,40.0
1948-09-10,41.3N,62.3W,40,,40.0
1948-09-10,42.5N,61.0W,40,,40.0
1948-09-10,44.0N,58.5W,40,,35.0
1948-09-10,46.0N,55.0W,35,,40.0
1948-09-18,18.2N,79.2W,40,,50.0
1948-09-18,18.2N,79.8W,50,,60.0
1948-09-18,18.3N,80.4W,60,994.0,70.0
1948-09-19,18.5N,80.8W,70,,80.0
1948-09-19,18.8N,81.1W,80,,90.0
1948-09-19,19.2N,81.5W,90,,105.0
1948-09-19,19.6N,81.9W,105,951.0,110.0
1948-09-20,20.0N,82.2W,110,,110.0
1948-09-20,20.5N,82.3W,110,,110.0
1948-09-20,21.2N,82.3W,110,,110.0
1948-09-20,21.9N,82.3W,110,,110.0
1948-09-20,22.3N,82.1W,110,,110.0
1948-09-21,22.6N,82.1W,110,,110.0
1948-09-21,22.7N,82.0W,110,,100.0
1948-09-21,23.3N,81.9W,100,,105.0
1948-09-21,24.0N,81.7W,105,,105.0
1948-09-21,24.6N,81.6W,105,955.0,105.0
1948-09-21,24.7N,81.5W,105,955.0,115.0
1948-09-22,25.4N,81.4W,115,,115.0
1948-09-22,25.8N,81.3W,115,940.0,115.0
1948-09-22,26.0N,81.2W,115,940.0,85.0
1948-09-22,26.5N,80.8W,85,,80.0
1948-09-22,27.3N,80.1W,80,965.0,80.0
1948-09-23,27.9N,78.9W,80,,85.0
1948-09-23,28.5N,77.6W,85,,90.0
1948-09-23,29.6N,75.7W,90,,90.0
1948-09-23,31.0N,73.6W,90,,85.0
1948-09-24,33.0N,71.6W,85,,75.0
1948-09-24,35.1N,69.5W,75,,65.0
1948-09-24,37.1N,66.9W,65,,60.0
1948-09-24,39.3N,62.0W,60,,55.0
1948-09-25,41.5N,57.5W,55,,50.0
1948-09-25,43.3N,52.8W,50,,45.0
1948-09-25,44.6N,48.6W,45,,45.0
1948-09-25,46.0N,43.7W,45,,45.0
1948-09-26,47.5N,39.0W,45,,30.0
1948-10-03,16.7N,83.5W,30,,30.0
1948-10-03,17.4N,84.3W,30,,35.0
1948-10-04,18.1N,84.7W,35,,45.0
1948-10-04,18.8N,85.0W,45,,55.0
1948-10-04,19.5N,85.2W,55,,70.0
1948-10-04,20.2N,85.0W,70,991.0,90.0
1948-10-05,21.2N,84.2W,90,,110.0
1948-10-05,22.3N,83.3W,110,,110.0
1948-10-05,22.4N,83.2W,110,,105.0
1948-10-05,23.5N,82.3W,105,,90.0
1948-10-05,24.7N,81.2W,90,,90.0
1948-10-05,25.1N,80.9W,90,,80.0
1948-10-06,25.8N,80.2W,80,979.0,85.0
1948-10-06,26.8N,79.2W,85,,85.0
1948-10-06,27.7N,77.9W,85,,85.0
1948-10-06,28.7N,76.4W,85,,85.0
1948-10-07,29.7N,74.7W,85,,85.0
1948-10-07,30.7N,72.8W,85,,90.0
1948-10-07,31.4N,70.0W,90,,90.0
1948-10-07,31.9N,67.0W,90,,90.0
1948-10-07,32.3N,64.9W,90,,90.0
1948-10-08,32.4N,63.6W,90,971.0,80.0
1948-10-08,32.5N,60.1W,80,,75.0
1948-10-08,32.4N,56.6W,75,,70.0
1948-10-08,32.1N,53.2W,70,,65.0
1948-10-09,31.8N,51.0W,65,,60.0
1948-10-09,31.4N,49.2W,60,,55.0
1948-10-09,31.0N,47.5W,55,,55.0
1948-10-09,31.0N,45.8W,55,,50.0
1948-10-10,31.2N,44.1W,50,,50.0
1948-10-10,31.5N,42.4W,50,,45.0
1948-10-10,31.8N,41.0W,45,,50.0
1948-10-10,31.8N,40.0W,50,,50.0
1948-10-11,32.0N,39.3W,50,,50.0
1948-10-11,31.8N,38.7W,50,,45.0
1948-10-11,31.5N,38.2W,45,,45.0
1948-10-11,31.0N,38.0W,45,,45.0
1948-10-12,30.6N,38.2W,45,,45.0
1948-10-12,30.3N,38.5W,45,,45.0
1948-10-12,30.2N,39.0W,45,,40.0
1948-10-12,30.2N,39.6W,40,,40.0
1948-10-13,30.3N,40.3W,40,,35.0
1948-10-13,30.5N,40.7W,35,,35.0
1948-10-13,30.8N,41.3W,35,,40.0
1948-10-13,31.2N,42.6W,40,,45.0
1948-10-14,31.6N,43.9W,45,,50.0
1948-10-14,32.1N,45.2W,50,,55.0
1948-10-14,32.6N,46.4W,55,,60.0
1948-10-14,33.4N,47.0W,60,,60.0
1948-10-15,34.4N,47.5W,60,989.0,55.0
1948-10-15,35.4N,47.8W,55,,55.0
1948-10-15,36.4N,47.7W,55,,50.0
1948-10-15,38.0N,47.9W,50,,50.0
1948-10-16,40.7N,46.6W,50,,45.0
1948-10-16,43.7N,43.0W,45,,40.0
1948-10-16,46.5N,37.5W,40,,45.0
1948-11-08,25.8N,66.0W,45,,50.0
1948-11-09,26.2N,67.8W,50,996.0,50.0
1948-11-09,26.6N,69.5W,50,,55.0
1948-11-09,27.1N,71.2W,55,,60.0
1948-11-09,27.8N,72.8W,60,994.0,65.0
1948-11-10,28.9N,73.9W,65,990.0,65.0
1948-11-10,30.1N,74.4W,65,,65.0
1948-11-10,31.4N,74.8W,65,,60.0
1948-11-10,33.6N,75.0W,60,,55.0
1948-11-11,35.7N,73.9W,55,994.0,40.0
1948-11-11,36.8N,72.5W,40,,55.0
1949-08-21,21.2N,61.5W,55,,60.0
1949-08-21,21.9N,63.2W,60,,65.0
1949-08-21,22.6N,64.9W,65,,70.0
1949-08-21,23.3N,66.6W,70,993.0,75.0
1949-08-22,24.0N,68.3W,75,,75.0
1949-08-22,24.7N,70.0W,75,,80.0
1949-08-22,25.4N,71.6W,80,984.0,85.0
1949-08-22,26.2N,73.1W,85,974.0,85.0
1949-08-23,27.2N,74.3W,85,,85.0
1949-08-23,28.2N,75.3W,85,,90.0
1949-08-23,29.2N,76.1W,90,,90.0
1949-08-23,30.2N,76.6W,90,,95.0
1949-08-24,31.5N,76.7W,95,,95.0
1949-08-24,32.9N,76.6W,95,,90.0
1949-08-24,34.3N,76.1W,90,977.0,90.0
1949-08-24,35.7N,74.5W,90,,85.0
1949-08-25,36.7N,71.7W,85,,85.0
1949-08-25,37.4N,67.7W,85,,80.0
1949-08-25,38.2N,61.3W,80,963.0,75.0
1949-08-25,39.6N,56.7W,75,,70.0
1949-08-26,41.3N,54.0W,70,,65.0
1949-08-26,43.0N,51.9W,65,,65.0
1949-08-26,44.7N,50.0W,65,,60.0
1949-08-26,46.1N,47.5W,60,,60.0
1949-08-27,47.4N,45.0W,60,,55.0
1949-08-27,49.2N,42.5W,55,,50.0
1949-08-27,51.2N,40.0W,50,,50.0
1949-08-27,52.8N,37.8W,50,,50.0
1949-08-28,54.2N,35.7W,50,,45.0
1949-08-28,56.0N,33.0W,45,,40.0
1949-08-28,58.0N,30.0W,40,,40.0
1949-08-28,60.0N,27.4W,40,,50.0
1949-08-29,61.5N,24.7W,50,,45.0
1949-08-29,62.9N,21.9W,45,,40.0
1949-08-29,64.0N,19.0W,40,,40.0
1949-08-29,65.0N,16.0W,40,,35.0
1949-08-30,66.0N,13.0W,35,,50.0
1949-08-23,18.0N,60.0W,50,,50.0
1949-08-23,18.2N,61.4W,50,,55.0
1949-08-23,18.5N,62.7W,55,,60.0
1949-08-24,19.0N,64.2W,60,,60.0
1949-08-24,19.7N,65.8W,60,,65.0
1949-08-24,20.5N,67.3W,65,,70.0
1949-08-24,21.3N,68.6W,70,,70.0
1949-08-25,22.1N,69.8W,70,,75.0
1949-08-25,23.0N,71.1W,75,,75.0
1949-08-25,23.6N,72.4W,75,,80.0
1949-08-25,24.0N,73.7W,80,,90.0
1949-08-26,24.2N,75.0W,90,,100.0
1949-08-26,24.6N,76.4W,100,,110.0
1949-08-26,25.2N,77.8W,110,,115.0
1949-08-26,25.9N,79.0W,115,,115.0
1949-08-26,26.6N,80.0W,115,954.0,115.0
1949-08-27,26.6N,80.1W,115,954.0,85.0
1949-08-27,27.3N,81.2W,85,965.0,65.0
1949-08-27,28.2N,82.2W,65,974.0,65.0
1949-08-27,29.1N,82.8W,65,980.0,65.0
1949-08-28,30.3N,82.9W,65,987.0,65.0
1949-08-28,31.8N,82.9W,65,988.0,55.0
1949-08-28,33.2N,82.7W,55,996.0,50.0
1949-08-28,34.7N,82.2W,50,1000.0,50.0
1949-08-29,36.4N,80.6W,50,1002.0,50.0
1949-08-29,38.6N,78.2W,50,1000.0,50.0
1949-08-29,40.8N,76.6W,50,998.0,45.0
1949-08-29,43.8N,72.5W,45,,45.0
1949-08-30,46.8N,68.2W,45,,45.0
1949-08-30,49.5N,64.9W,45,,45.0
1949-08-30,52.2N,62.5W,45,,40.0
1949-08-30,54.1N,59.2W,40,,35.0
1949-08-31,54.8N,54.7W,35,,35.0
1949-08-31,54.8N,51.0W,35,,35.0
1949-08-31,54.9N,46.9W,35,,35.0
1949-08-31,54.7N,42.0W,35,,40.0
1949-09-01,54.0N,35.0W,40,,45.0
1949-09-01,53.5N,25.0W,45,,50.0
1949-09-01,53.2N,19.0W,50,,50.0
1949-09-01,53.0N,17.0W,50,,30.0
1949-08-30,11.9N,55.8W,30,,30.0
1949-08-31,12.2N,56.5W,30,,35.0
1949-08-31,12.6N,57.3W,35,,35.0
1949-08-31,13.0N,58.1W,35,,40.0
1949-08-31,13.3N,59.0W,40,,40.0
1949-09-01,13.6N,60.0W,40,,40.0
1949-09-01,13.9N,61.0W,40,,40.0
1949-09-01,14.2N,62.0W,40,,40.0
1949-09-01,14.7N,63.2W,40,,40.0
1949-09-02,15.0N,64.4W,40,,40.0
1949-09-02,15.2N,65.2W,40,,40.0
1949-09-02,15.3N,66.0W,40,,30.0
1949-09-02,15.3N,66.9W,30,,25.0
1949-09-03,15.3N,68.0W,25,,30.0
1949-09-03,18.5N,65.4W,30,,40.0
1949-09-03,18.9N,65.9W,40,,55.0
1949-09-03,19.8N,66.3W,55,,70.0
1949-09-03,21.0N,66.6W,70,987.0,65.0
1949-09-04,22.1N,66.8W,65,,60.0
1949-09-04,23.0N,67.0W,60,995.0,60.0
1949-09-04,23.5N,67.2W,60,994.0,60.0
1949-09-04,24.1N,67.4W,60,994.0,65.0
1949-09-05,24.7N,67.4W,65,,70.0
1949-09-05,25.2N,67.2W,70,,75.0
1949-09-05,25.6N,67.0W,75,,80.0
1949-09-05,25.9N,66.7W,80,982.0,90.0
1949-09-06,26.0N,66.4W,90,974.0,95.0
1949-09-06,26.0N,65.9W,95,,100.0
1949-09-06,26.1N,65.3W,100,,100.0
1949-09-06,26.3N,64.9W,100,,100.0
1949-09-07,26.5N,64.7W,100,,100.0
1949-09-07,26.7N,64.5W,100,,100.0
1949-09-07,27.2N,64.4W,100,,105.0
1949-09-07,28.4N,64.4W,105,,110.0
1949-09-08,29.7N,64.3W,110,,110.0
1949-09-08,30.7N,64.1W,110,,110.0
1949-09-08,31.7N,63.8W,110,,110.0
1949-09-08,33.0N,63.2W,110,,110.0
1949-09-09,34.4N,62.1W,110,,105.0
1949-09-09,35.8N,61.0W,105,,95.0
1949-09-09,37.6N,59.8W,95,,85.0
1949-09-09,39.9N,58.7W,85,,75.0
1949-09-10,42.4N,57.8W,75,,65.0
1949-09-10,45.0N,56.3W,65,,60.0
1949-09-10,48.9N,53.2W,60,,60.0
1949-09-10,53.3N,50.9W,60,,60.0
1949-09-11,56.8N,48.8W,60,,50.0
1949-09-11,58.7N,47.7W,50,,45.0
1949-09-11,61.0N,46.9W,45,,35.0
1949-09-03,23.7N,89.0W,35,,40.0
1949-09-03,24.2N,89.0W,40,,45.0
1949-09-03,25.0N,89.3W,45,,50.0
1949-09-04,26.3N,89.8W,50,,50.0
1949-09-04,27.8N,90.2W,50,,50.0
1949-09-04,29.3N,90.6W,50,,40.0
1949-09-04,30.3N,90.8W,40,,35.0
1949-09-05,31.3N,90.6W,35,,30.0
1949-09-05,32.3N,90.1W,30,,25.0
1949-09-05,33.4N,89.4W,25,,20.0
1949-09-05,34.8N,88.5W,20,,35.0
1949-09-05,27.3N,40.4W,35,,35.0
1949-09-05,28.3N,41.2W,35,,35.0
1949-09-05,29.2N,42.0W,35,,40.0
1949-09-06,30.2N,42.8W,40,,40.0
1949-09-06,31.6N,43.5W,40,,40.0
1949-09-06,32.9N,43.7W,40,,40.0
1949-09-06,34.0N,43.5W,40,,40.0
1949-09-07,34.3N,42.7W,40,,40.0
1949-09-07,34.4N,41.7W,40,,40.0
1949-09-07,34.5N,41.0W,40,,40.0
1949-09-07,34.7N,41.0W,40,,40.0
1949-09-08,35.0N,40.7W,40,,40.0
1949-09-08,35.3N,41.0W,40,,40.0
1949-09-08,35.5N,41.0W,40,,40.0
1949-09-08,35.5N,40.7W,40,,40.0
1949-09-09,35.0N,40.7W,40,,40.0
1949-09-09,34.5N,41.9W,40,,40.0
1949-09-09,34.2N,43.3W,40,,40.0
1949-09-09,34.3N,43.8W,40,,40.0
1949-09-10,34.4N,44.2W,40,,40.0
1949-09-10,34.6N,44.5W,40,,40.0
1949-09-10,35.2N,44.5W,40,,40.0
1949-09-10,36.0N,44.6W,40,,40.0
1949-09-11,37.1N,44.6W,40,,40.0
1949-09-11,38.3N,44.2W,40,,40.0
1949-09-11,39.6N,43.8W,40,,45.0
1949-09-11,41.4N,43.0W,45,,55.0
1949-09-12,43.6N,41.1W,55,996.0,55.0
1949-09-12,46.0N,39.0W,55,,55.0
1949-09-12,47.8N,37.5W,55,,55.0
1949-09-12,48.5N,37.0W,55,,60.0
1949-09-13,48.4N,37.2W,60,,60.0
1949-09-13,48.0N,38.2W,60,,60.0
1949-09-13,47.4N,39.5W,60,,60.0
1949-09-13,46.7N,40.5W,60,,65.0
1949-09-14,45.9N,41.3W,65,,65.0
1949-09-14,45.2N,41.9W,65,,65.0
1949-09-14,44.7N,42.2W,65,,65.0
1949-09-14,44.2N,41.8W,65,,65.0
1949-09-15,43.7N,40.8W,65,,55.0
1949-09-15,43.2N,39.4W,55,,45.0
1949-09-15,42.8N,38.0W,45,,40.0
1949-09-15,42.8N,36.8W,40,,35.0
1949-09-16,43.0N,35.8W,35,,35.0
1949-09-16,43.7N,34.9W,35,,35.0
1949-09-16,45.0N,34.0W,35,,30.0
1949-09-16,46.5N,33.2W,30,,40.0
1949-09-11,31.0N,72.8W,40,,40.0
1949-09-12,32.0N,72.5W,40,,40.0
1949-09-12,32.7N,73.0W,40,,40.0
1949-09-12,33.2N,74.0W,40,,45.0
1949-09-12,33.6N,75.1W,45,,40.0
1949-09-13,33.9N,76.3W,40,,35.0
1949-09-13,34.2N,77.6W,35,,35.0
1949-09-13,34.3N,77.8W,35,,30.0
1949-09-13,34.4N,78.7W,30,,25.0
1949-09-13,34.5N,79.1W,25,,25.0
1949-09-14,34.9N,79.1W,25,,25.0
1949-09-14,35.3N,78.7W,25,,25.0
1949-09-14,35.8N,78.0W,25,,25.0
1949-09-14,36.6N,77.3W,25,,35.0
1949-09-13,16.0N,32.0W,35,,35.0
1949-09-13,17.0N,32.6W,35,,35.0
1949-09-13,17.8N,32.9W,35,,40.0
1949-09-14,18.8N,32.6W,40,,40.0
1949-09-14,20.0N,32.5W,40,,45.0
1949-09-14,21.1N,32.3W,45,,50.0
1949-09-14,21.8N,32.1W,50,,50.0
1949-09-15,22.7N,31.8W,50,,50.0
1949-09-15,23.6N,31.7W,50,,50.0
1949-09-15,24.5N,31.5W,50,,50.0
1949-09-15,25.4N,31.3W,50,,45.0
1949-09-16,26.4N,31.0W,45,,40.0
1949-09-16,27.6N,30.6W,40,,40.0
1949-09-16,28.7N,30.1W,40,,35.0
1949-09-16,29.4N,29.8W,35,,30.0
1949-09-17,30.0N,29.7W,30,,35.0
1949-09-20,26.0N,91.8W,35,,35.0
1949-09-20,26.4N,92.3W,35,,40.0
1949-09-21,26.6N,92.8W,40,,40.0
1949-09-21,26.6N,93.3W,40,,45.0
1949-09-21,26.6N,93.5W,45,,50.0
1949-09-21,26.6N,94.0W,50,,50.0
1949-09-22,26.2N,94.4W,50,,50.0
1949-09-22,25.8N,94.5W,50,,50.0
1949-09-22,25.6N,94.5W,50,,50.0
1949-09-22,25.5N,94.3W,50,,50.0
1949-09-23,25.3N,94.0W,50,,50.0
1949-09-23,24.8N,94.1W,50,,50.0
1949-09-23,24.0N,94.2W,50,,55.0
1949-09-23,22.8N,94.6W,55,,60.0
1949-09-24,22.2N,95.2W,60,,65.0
1949-09-24,22.0N,95.7W,65,,70.0
1949-09-24,21.9N,96.1W,70,,75.0
1949-09-24,21.9N,96.5W,75,,80.0
1949-09-25,21.6N,96.7W,80,,80.0
1949-09-25,21.2N,96.8W,80,,80.0
1949-09-25,20.9N,96.6W,80,,75.0
1949-09-25,20.6N,96.4W,75,,65.0
1949-09-26,20.3N,96.2W,65,,55.0
1949-09-26,19.7N,96.3W,55,,55.0
1949-09-26,19.5N,96.3W,55,,35.0
1949-09-26,19.0N,96.3W,35,,20.0
1949-09-26,18.1N,96.5W,20,,40.0
1949-09-20,14.2N,60.8W,40,,45.0
1949-09-20,14.7N,61.8W,45,,50.0
1949-09-21,15.2N,62.9W,50,,60.0
1949-09-21,15.8N,64.1W,60,,65.0
1949-09-21,16.4N,65.3W,65,,70.0
1949-09-21,17.1N,66.6W,70,,70.0
1949-09-22,17.5N,67.6W,70,,65.0
1949-09-22,17.8N,68.6W,65,,55.0
1949-09-22,18.2N,69.5W,55,,55.0
1949-09-22,18.4N,70.0W,55,,35.0
1949-09-22,18.5N,70.6W,35,,30.0
1949-09-27,13.2N,90.0W,30,,30.0
1949-09-27,13.3N,90.1W,30,,30.0
1949-09-27,13.4N,90.2W,30,,30.0
1949-09-28,13.5N,90.2W,30,,30.0
1949-09-28,13.7N,90.2W,30,,30.0
1949-09-28,14.0N,90.2W,30,,30.0
1949-09-28,14.2N,90.3W,30,,30.0
1949-09-29,14.4N,90.5W,30,,30.0
1949-09-29,14.6N,90.7W,30,,30.0
1949-09-29,15.0N,91.1W,30,,30.0
1949-09-29,15.5N,90.9W,30,,30.0
1949-09-30,16.0N,90.9W,30,,30.0
1949-09-30,16.5N,90.8W,30,,30.0
1949-09-30,17.0N,90.6W,30,,30.0
1949-09-30,17.5N,90.5W,30,,30.0
1949-10-01,18.0N,90.7W,30,,30.0
1949-10-01,18.6N,91.5W,30,,35.0
1949-10-01,19.1N,92.0W,35,,40.0
1949-10-01,19.5N,92.3W,40,,50.0
1949-10-02,20.0N,92.7W,50,,55.0
1949-10-02,20.6N,93.5W,55,,60.0
1949-10-02,21.3N,93.9W,60,,65.0
1949-10-02,22.0N,94.3W,65,,75.0
1949-10-03,22.7N,94.6W,75,,85.0
1949-10-03,23.5N,95.0W,85,,95.0
1949-10-03,24.7N,95.4W,95,,95.0
1949-10-03,26.3N,95.5W,95,,95.0
1949-10-04,27.8N,95.6W,95,,95.0
1949-10-04,28.8N,95.6W,95,965.0,95.0
1949-10-04,29.1N,95.6W,95,965.0,55.0
1949-10-04,30.1N,95.2W,55,982.0,40.0
1949-10-04,31.0N,95.0W,40,,35.0
1949-10-05,31.6N,94.8W,35,998.0,30.0
1949-10-05,32.1N,94.4W,30,,25.0
1949-10-05,33.0N,93.9W,25,,25.0
1949-10-05,34.1N,92.9W,25,,25.0
1949-10-06,35.4N,91.7W,25,,25.0
1949-10-06,37.7N,90.7W,25,,25.0
1949-10-06,39.8N,89.6W,25,,25.0
1949-10-06,41.9N,88.6W,25,,25.0
1949-10-07,43.9N,87.5W,25,,35.0
1949-10-02,24.0N,56.8W,35,,35.0
1949-10-03,25.0N,56.8W,35,,35.0
1949-10-03,25.9N,56.7W,35,,40.0
1949-10-03,26.5N,56.5W,40,,40.0
1949-10-03,26.8N,56.3W,40,,45.0
1949-10-04,26.8N,56.1W,45,,45.0
1949-10-04,26.9N,55.8W,45,,50.0
1949-10-04,27.2N,55.0W,50,,50.0
1949-10-04,28.0N,53.6W,50,,50.0
1949-10-05,28.8N,51.8W,50,,50.0
1949-10-05,29.7N,49.8W,50,,50.0
1949-10-05,30.5N,48.0W,50,,50.0
1949-10-05,30.8N,46.5W,50,,45.0
1949-10-06,31.0N,45.5W,45,,45.0
1949-10-06,31.5N,44.4W,45,,45.0
1949-10-06,32.0N,43.0W,45,,40.0
1949-10-06,32.5N,41.6W,40,,40.0
1949-10-07,33.0N,40.2W,40,,35.0
1949-10-07,33.5N,38.8W,35,,35.0
1949-10-07,34.0N,37.0W,35,,30.0
1949-10-07,34.8N,34.5W,30,,30.0
1949-10-13,20.8N,74.7W,30,,30.0
1949-10-13,21.5N,74.1W,30,,35.0
1949-10-13,22.2N,73.5W,35,,40.0
1949-10-14,22.9N,72.9W,40,,50.0
1949-10-14,23.5N,72.4W,50,,60.0
1949-10-14,24.2N,71.9W,60,,65.0
1949-10-14,25.0N,71.4W,65,995.0,70.0
1949-10-15,25.9N,71.0W,70,,75.0
1949-10-15,26.8N,70.5W,75,,80.0
1949-10-15,27.6N,70.0W,80,,80.0
1949-10-15,29.2N,69.6W,80,,80.0
1949-10-16,30.9N,69.2W,80,,80.0
1949-10-16,32.6N,68.7W,80,,80.0
1949-10-16,34.5N,68.0W,80,,75.0
1949-10-16,35.5N,66.9W,75,,65.0
1949-10-17,35.9N,65.8W,65,,60.0
1949-10-17,36.3N,64.7W,60,,55.0
1949-10-17,36.7N,63.6W,55,,55.0
1949-10-17,37.1N,62.9W,55,,55.0
1949-10-18,37.2N,62.7W,55,,55.0
1949-10-18,37.3N,62.6W,55,,55.0
1949-10-18,37.8N,62.5W,55,,55.0
1949-10-18,38.9N,62.5W,55,,50.0
1949-10-19,40.0N,62.4W,50,,50.0
1949-10-19,41.2N,62.2W,50,,50.0
1949-10-19,42.1N,61.9W,50,,50.0
1949-10-19,43.0N,61.0W,50,,45.0
1949-10-20,43.0N,60.0W,45,,40.0
1949-10-20,42.5N,60.2W,40,,35.0
1949-10-20,41.5N,60.8W,35,,35.0
1949-10-20,41.7N,60.5W,35,,35.0
1949-10-21,42.5N,59.0W,35,,35.0
1949-10-21,43.5N,56.0W,35,,35.0
1949-10-21,44.7N,51.0W,35,,35.0
1949-10-21,45.0N,45.0W,35,,35.0
1949-10-13,21.8N,49.2W,35,,35.0
1949-10-13,22.1N,50.1W,35,,35.0
1949-10-13,22.5N,50.9W,35,,35.0
1949-10-14,22.9N,51.6W,35,,40.0
1949-10-14,23.3N,52.1W,40,,40.0
1949-10-14,24.0N,52.3W,40,,45.0
1949-10-14,25.2N,52.5W,45,,50.0
1949-10-15,26.8N,53.0W,50,,50.0
1949-10-15,28.1N,54.0W,50,,50.0
1949-10-15,29.1N,55.0W,50,,50.0
1949-10-15,30.2N,56.2W,50,,50.0
1949-10-16,32.1N,56.9W,50,,45.0
1949-10-16,33.6N,56.7W,45,,40.0
1949-10-16,35.0N,55.7W,40,,35.0
1949-10-16,36.1N,54.6W,35,,35.0
1949-10-17,37.2N,53.1W,35,,35.0
1949-10-17,38.0N,51.2W,35,,35.0
1949-11-01,26.0N,45.5W,35,,40.0
1949-11-01,25.0N,46.5W,40,,40.0
1949-11-02,24.1N,47.7W,40,,40.0
1949-11-02,23.3N,49.0W,40,,45.0
1949-11-02,22.5N,51.0W,45,,45.0
1949-11-02,21.8N,53.6W,45,,45.0
1949-11-03,21.2N,56.0W,45,,45.0
1949-11-03,20.8N,58.0W,45,,45.0
1949-11-03,20.5N,60.0W,45,,45.0
1949-11-03,20.8N,62.0W,45,,40.0
1949-11-04,21.5N,64.0W,40,,35.0
1949-11-04,22.4N,65.3W,35,,35.0
1949-11-04,23.5N,66.0W,35,,30.0
1949-11-04,25.0N,66.2W,30,,30.0
1949-11-05,26.7N,66.0W,30,,30.0
1949-11-05,29.0N,65.0W,30,,30.0
1949-11-05,31.8N,63.5W,30,,30.0
1949-11-05,36.0N,63.0W,30,,30.0
1949-11-06,41.5N,63.0W,30,,35.0
1949-11-03,18.0N,82.5W,35,,45.0
1949-11-03,18.0N,83.2W,45,,55.0
1949-11-03,17.5N,83.6W,55,993.0,50.0
