date,latitude,longitude,max_sustained_wind,central_pressure,tmrw windspeed
1851-06-25,28.0N,94.8W,80,,80.0
1851-06-25,28.0N,95.4W,80,,80.0
1851-06-25,28.0N,96.0W,80,,80.0
1851-06-25,28.1N,96.5W,80,,80.0
1851-06-25,28.2N,96.8W,80,,70.0
1851-06-26,28.2N,97.0W,70,,60.0
1851-06-26,28.3N,97.6W,60,,60.0
1851-06-26,28.4N,98.3W,60,,50.0
1851-06-26,28.6N,98.9W,50,,50.0
1851-06-27,29.0N,99.4W,50,,40.0
1851-06-27,29.5N,99.8W,40,,40.0
1851-06-27,30.0N,100.0W,40,,40.0
1851-06-27,30.5N,100.1W,40,,40.0
1851-06-28,31.0N,100.2W,40,,80.0
1851-07-05,22.2N,97.6W,80,,50.0
1851-07-10,12.0N,60.0W,50,,40.0
1851-08-16,13.4N,48.0W,40,,40.0
1851-08-16,13.7N,49.5W,40,,50.0
1851-08-16,14.0N,51.0W,50,,50.0
1851-08-16,14.4N,52.8W,50,,60.0
1851-08-17,14.9N,54.6W,60,,60.0
1851-08-17,15.4N,56.5W,60,,70.0
1851-08-17,15.9N,58.5W,70,,70.0
1851-08-17,16.1N,60.4W,70,,80.0
1851-08-18,16.6N,62.5W,80,,80.0
1851-08-18,16.9N,64.1W,80,,90.0
1851-08-18,17.2N,66.0W,90,,90.0
1851-08-18,17.6N,67.6W,90,,90.0
1851-08-19,18.0N,69.3W,90,,70.0
1851-08-19,18.4N,71.1W,70,,60.0
1851-08-19,18.9N,72.6W,60,,60.0
1851-08-19,19.4N,74.3W,60,,70.0
1851-08-20,19.9N,75.9W,70,,70.0
1851-08-20,20.5N,77.6W,70,,70.0
1851-08-20,21.2N,79.0W,70,,70.0
1851-08-20,21.9N,80.4W,70,,60.0
1851-08-21,22.6N,81.4W,60,,60.0
1851-08-21,23.2N,82.5W,60,,70.0
1851-08-21,23.9N,83.6W,70,,70.0
1851-08-21,24.4N,84.3W,70,,80.0
1851-08-22,25.0N,84.9W,80,,80.0
1851-08-22,25.6N,85.5W,80,,90.0
1851-08-22,26.2N,86.0W,90,,90.0
1851-08-22,26.8N,86.3W,90,,100.0
1851-08-23,27.4N,86.5W,100,,100.0
1851-08-23,28.0N,86.6W,100,,100.0
1851-08-23,28.5N,86.6W,100,,100.0
1851-08-23,29.6N,86.1W,100,,100.0
1851-08-23,30.1N,85.7W,100,,90.0
1851-08-24,30.7N,85.1W,90,,70.0
1851-08-24,31.6N,84.1W,70,,60.0
1851-08-24,32.5N,83.0W,60,,50.0
1851-08-24,33.4N,81.4W,50,,40.0
1851-08-25,34.0N,80.0W,40,,40.0
1851-08-25,34.8N,78.6W,40,,40.0
1851-08-25,35.8N,77.0W,40,,40.0
1851-08-25,36.8N,75.1W,40,,40.0
1851-08-26,37.8N,73.6W,40,,40.0
1851-08-26,38.9N,71.8W,40,,40.0
1851-08-26,40.0N,70.0W,40,,40.0
1851-08-26,41.3N,66.8W,40,,40.0
1851-08-27,42.8N,63.3W,40,,40.0
1851-08-27,44.5N,60.2W,40,,40.0
1851-08-27,46.4N,57.2W,40,,40.0
1851-08-27,48.5N,54.2W,40,,50.0
1851-09-13,32.5N,73.5W,50,,50.0
1851-09-13,32.5N,73.5W,50,,50.0
1851-09-13,32.5N,73.5W,50,,50.0
1851-09-13,32.5N,73.5W,50,,50.0
1851-09-14,32.5N,73.5W,50,,50.0
1851-09-14,32.5N,73.5W,50,,50.0
1851-09-14,32.5N,73.5W,50,,50.0
1851-09-14,32.5N,73.5W,50,,50.0
1851-09-15,32.5N,73.5W,50,,50.0
1851-09-15,32.5N,73.5W,50,,50.0
1851-09-15,32.5N,73.5W,50,,50.0
1851-09-15,32.5N,73.5W,50,,50.0
1851-09-16,32.5N,73.5W,50,,50.0
1851-09-16,32.5N,73.5W,50,,50.0
1851-09-16,32.5N,73.5W,50,,50.0
1851-09-16,32.5N,73.5W,50,,40.0
1851-10-16,28.7N,78.0W,40,,40.0
1851-10-16,29.1N,77.8W,40,,50.0
1851-10-16,29.5N,77.5W,50,,50.0
1851-10-16,30.1N,77.1W,50,,60.0
1851-10-17,30.7N,76.6W,60,,60.0
1851-10-17,31.2N,76.3W,60,,60.0
1851-10-17,31.6N,75.9W,60,,60.0
1851-10-17,32.0N,75.5W,60,,60.0
1851-10-18,32.7N,74.9W,60,,60.0
1851-10-18,33.3N,74.3W,60,,60.0
1851-10-18,34.0N,73.8W,60,,60.0
1851-10-18,35.3N,73.0W,60,,50.0
1851-10-19,37.0N,72.6W,50,,50.0
1851-10-19,38.5N,72.1W,50,,50.0
1851-10-19,40.2N,71.8W,50,,50.0
1851-10-19,41.1N,71.7W,50,,40.0
1851-10-19,42.0N,71.6W,40,,60.0
1852-08-19,20.5N,67.1W,60,,60.0
1852-08-19,20.7N,68.0W,60,,60.0
1852-08-19,20.9N,68.8W,60,,60.0
1852-08-19,21.1N,69.6W,60,,70.0
1852-08-20,21.2N,70.6W,70,,70.0
1852-08-20,21.5N,71.9W,70,,70.0
1852-08-20,21.7N,73.0W,70,,70.0
1852-08-20,21.9N,74.0W,70,,80.0
1852-08-21,22.1N,74.9W,80,,80.0
1852-08-21,22.2N,76.1W,80,,80.0
1852-08-21,22.6N,77.1W,80,,80.0
1852-08-21,22.9N,78.1W,80,,90.0
1852-08-22,23.2N,79.3W,90,,90.0
1852-08-22,23.5N,80.1W,90,,90.0
1852-08-22,23.8N,81.1W,90,,90.0
1852-08-22,24.2N,82.1W,90,,90.0
1852-08-23,24.7N,83.1W,90,,90.0
1852-08-23,25.2N,83.9W,90,,90.0
1852-08-23,25.7N,84.6W,90,,90.0
1852-08-23,26.2N,85.3W,90,,100.0
1852-08-24,26.7N,86.0W,100,,100.0
1852-08-24,27.2N,86.6W,100,,100.0
1852-08-24,27.7N,87.1W,100,,100.0
1852-08-24,28.2N,87.5W,100,,100.0
1852-08-25,28.6N,87.8W,100,,100.0
1852-08-25,28.8N,88.0W,100,,100.0
1852-08-25,29.1N,88.2W,100,,100.0
1852-08-25,29.4N,88.4W,100,,100.0
1852-08-26,29.8N,88.6W,100,,100.0
1852-08-26,30.2N,88.6W,100,961.0,90.0
1852-08-26,30.6N,88.5W,90,,70.0
1852-08-26,31.2N,88.1W,70,,50.0
1852-08-27,31.8N,87.4W,50,,40.0
1852-08-27,32.3N,86.3W,40,,40.0
1852-08-27,32.8N,84.8W,40,,40.0
1852-08-27,33.2N,82.8W,40,,40.0
1852-08-28,33.5N,80.5W,40,,40.0
1852-08-28,33.8N,78.2W,40,,40.0
1852-08-28,34.0N,76.0W,40,,40.0
1852-08-28,34.4N,74.2W,40,,50.0
1852-08-29,35.2N,72.8W,50,,50.0
1852-08-29,36.4N,71.8W,50,,50.0
1852-08-29,38.0N,70.8W,50,,50.0
1852-08-29,39.6N,69.6W,50,,50.0
1852-08-30,41.0N,68.0W,50,,70.0
1852-09-05,17.0N,64.1W,70,,70.0
1852-09-05,17.4N,65.1W,70,,70.0
1852-09-05,17.7N,66.1W,70,,60.0
1852-09-05,18.2N,67.1W,60,,60.0
1852-09-06,18.6N,68.8W,60,,50.0
1852-09-06,19.2N,70.1W,50,,40.0
1852-09-06,19.5N,71.4W,40,,40.0
1852-09-06,19.7N,72.5W,40,,70.0
1852-09-09,26.4N,90.4W,70,,70.0
1852-09-09,26.5N,89.6W,70,,70.0
1852-09-09,26.6N,88.8W,70,,70.0
1852-09-09,26.6N,88.1W,70,,70.0
1852-09-10,26.8N,87.4W,70,,70.0
1852-09-10,26.9N,86.6W,70,,70.0
1852-09-10,27.1N,86.1W,70,,70.0
1852-09-10,27.3N,85.6W,70,,70.0
1852-09-11,27.5N,85.1W,70,,70.0
1852-09-11,27.7N,84.6W,70,,70.0
1852-09-11,27.8N,84.0W,70,,70.0
1852-09-11,27.9N,83.4W,70,,70.0
1852-09-12,28.0N,82.8W,70,,60.0
1852-09-12,28.1N,82.2W,60,,50.0
1852-09-12,28.2N,81.5W,50,,50.0
1852-09-12,28.5N,80.5W,50,,60.0
1852-09-13,29.2N,79.0W,60,,70.0
1852-09-13,30.4N,77.0W,70,,70.0
1852-09-13,32.0N,74.5W,70,,70.0
1852-09-13,34.0N,71.5W,70,,50.0
1852-09-22,16.1N,58.5W,50,,50.0
1852-09-22,16.4N,59.1W,50,,50.0
1852-09-22,16.7N,59.7W,50,,50.0
1852-09-22,17.0N,60.3W,50,,60.0
1852-09-23,17.4N,61.2W,60,,60.0
1852-09-23,17.7N,62.2W,60,,70.0
1852-09-23,18.1N,63.1W,70,,70.0
1852-09-23,18.4N,63.7W,70,,70.0
1852-09-24,18.7N,64.3W,70,,70.0
1852-09-24,18.9N,65.0W,70,,70.0
1852-09-24,19.1N,65.8W,70,,70.0
1852-09-24,19.2N,66.6W,70,,80.0
1852-09-25,19.5N,67.4W,80,,80.0
1852-09-25,19.7N,68.1W,80,,80.0
1852-09-25,19.9N,68.8W,80,,80.0
1852-09-25,20.0N,69.6W,80,,80.0
1852-09-26,20.1N,70.3W,80,,80.0
1852-09-26,20.4N,70.9W,80,,80.0
1852-09-26,20.7N,71.6W,80,,80.0
1852-09-26,21.0N,72.1W,80,,80.0
1852-09-27,21.4N,73.0W,80,,80.0
1852-09-27,21.9N,73.6W,80,,80.0
1852-09-27,22.5N,74.0W,80,,80.0
1852-09-27,23.2N,74.4W,80,,80.0
1852-09-28,23.9N,74.6W,80,,80.0
1852-09-28,24.6N,74.6W,80,,80.0
1852-09-28,25.4N,74.5W,80,,80.0
1852-09-28,26.5N,74.0W,80,,80.0
1852-09-29,27.4N,73.5W,80,,80.0
1852-09-29,28.2N,72.9W,80,,80.0
1852-09-29,29.0N,72.3W,80,,80.0
1852-09-29,30.2N,71.5W,80,,70.0
1852-09-30,31.6N,70.5W,70,,70.0
1852-09-30,32.7N,69.6W,70,,70.0
1852-09-30,33.8N,69.1W,70,,70.0
1852-09-30,34.9N,68.6W,70,,90.0
1852-10-06,17.0N,73.8W,90,,90.0
1852-10-06,17.1N,75.0W,90,,90.0
1852-10-06,17.2N,76.3W,90,,90.0
1852-10-06,17.2N,77.8W,90,,90.0
1852-10-07,17.7N,79.6W,90,,90.0
1852-10-07,18.2N,81.5W,90,,90.0
1852-10-07,18.7N,83.1W,90,,90.0
1852-10-07,19.5N,84.4W,90,,90.0
1852-10-08,20.4N,85.5W,90,,90.0
1852-10-08,21.2N,86.4W,90,,90.0
1852-10-08,22.4N,86.9W,90,,90.0
1852-10-08,24.0N,86.8W,90,,90.0
1852-10-09,25.6N,86.4W,90,,90.0
1852-10-09,26.9N,85.9W,90,,90.0
1852-10-09,28.0N,85.5W,90,,90.0
1852-10-09,29.2N,84.9W,90,,90.0
1852-10-09,29.9N,84.4W,90,,80.0
1852-10-10,30.5N,83.9W,80,,60.0
1852-10-10,31.8N,82.8W,60,,50.0
1852-10-10,33.0N,81.1W,50,,50.0
1852-10-10,34.0N,79.5W,50,,50.0
1852-10-11,35.0N,77.0W,50,,50.0
1852-10-11,36.0N,74.0W,50,,60.0
1852-10-11,38.0N,70.0W,60,,60.0
1852-10-11,40.0N,66.0W,60,,50.0
1853-08-05,32.5N,69.0W,50,,40.0
1853-08-10,12.0N,60.0W,40,,40.0
1853-08-30,12.1N,23.2W,40,,40.0
1853-08-30,12.3N,25.1W,40,,40.0
1853-08-30,12.5N,27.0W,40,,40.0
1853-08-30,12.8N,28.9W,40,,50.0
1853-08-31,13.0N,30.9W,50,,50.0
1853-08-31,13.3N,33.0W,50,,60.0
1853-08-31,13.6N,35.0W,60,,60.0
1853-08-31,13.9N,36.8W,60,,70.0
1853-09-01,14.2N,38.5W,70,,70.0
1853-09-01,14.6N,40.5W,70,,80.0
1853-09-01,14.9N,42.3W,80,,80.0
1853-09-01,15.2N,43.9W,80,,90.0
1853-09-02,15.7N,45.7W,90,,90.0
1853-09-02,16.2N,47.3W,90,,100.0
1853-09-02,16.7N,49.0W,100,,110.0
1853-09-02,17.4N,51.0W,110,,120.0
1853-09-03,18.2N,52.8W,120,,130.0
1853-09-03,19.1N,54.6W,130,,130.0
1853-09-03,19.7N,56.2W,130,924.0,130.0
1853-09-03,20.7N,58.0W,130,,120.0
1853-09-04,21.2N,59.9W,120,,120.0
1853-09-04,22.0N,61.8W,120,,120.0
1853-09-04,22.7N,63.7W,120,,120.0
1853-09-04,23.4N,65.3W,120,,120.0
1853-09-05,24.2N,67.1W,120,,120.0
1853-09-05,25.0N,68.6W,120,,120.0
1853-09-05,25.8N,70.1W,120,,120.0
1853-09-05,26.6N,71.1W,120,,120.0
1853-09-06,27.3N,72.0W,120,,120.0
1853-09-06,28.2N,72.9W,120,,120.0
1853-09-06,29.1N,73.5W,120,,120.0
1853-09-06,30.2N,74.0W,120,,110.0
1853-09-07,31.2N,74.3W,110,,110.0
1853-09-07,32.5N,74.1W,110,,100.0
1853-09-07,33.7N,73.9W,100,,100.0
1853-09-07,34.9N,72.9W,100,,100.0
1853-09-08,36.0N,71.6W,100,,100.0
1853-09-08,36.8N,69.9W,100,,100.0
1853-09-08,37.5N,67.9W,100,,100.0
1853-09-08,38.2N,65.4W,100,,100.0
1853-09-09,39.0N,62.3W,100,,90.0
1853-09-09,39.9N,59.4W,90,,80.0
1853-09-09,40.8N,56.8W,80,,70.0
1853-09-09,41.9N,53.4W,70,,70.0
1853-09-10,42.9N,49.5W,70,,70.0
1853-09-10,43.9N,45.5W,70,,70.0
1853-09-10,45.0N,41.2W,70,,70.0
1853-09-10,46.2N,36.2W,70,,100.0
1853-09-08,37.0N,53.0W,100,,100.0
1853-09-08,38.0N,51.0W,100,,100.0
1853-09-08,39.0N,49.0W,100,,100.0
1853-09-08,40.0N,46.8W,100,,100.0
1853-09-09,41.3N,44.0W,100,,100.0
1853-09-09,42.5N,41.5W,100,,100.0
1853-09-09,43.4N,39.3W,100,,100.0
1853-09-09,44.5N,37.2W,100,,100.0
1853-09-10,45.5N,34.7W,100,,100.0
1853-09-10,46.3N,32.3W,100,,90.0
1853-09-10,47.0N,30.0W,90,,90.0
1853-09-10,48.0N,27.5W,90,,50.0
1853-09-21,20.0N,95.0W,50,,50.0
1853-09-26,25.8N,62.0W,50,,50.0
1853-09-26,27.4N,62.5W,50,,50.0
1853-09-26,29.0N,62.9W,50,,50.0
1853-09-26,30.6N,63.2W,50,,60.0
1853-09-27,32.9N,62.6W,60,,60.0
1853-09-27,34.8N,61.3W,60,,70.0
1853-09-27,36.0N,59.8W,70,,70.0
1853-09-27,36.7N,58.4W,70,,70.0
1853-09-28,36.8N,57.4W,70,,70.0
1853-09-28,36.3N,56.7W,70,,70.0
1853-09-28,35.5N,56.9W,70,,70.0
1853-09-28,35.5N,57.0W,70,,70.0
1853-09-29,35.4N,57.2W,70,,70.0
1853-09-29,35.3N,57.4W,70,,70.0
1853-09-29,35.3N,57.7W,70,,70.0
1853-09-29,35.4N,57.9W,70,,70.0
1853-09-30,35.5N,58.1W,70,,70.0
1853-09-30,35.5N,58.2W,70,,70.0
1853-09-30,35.8N,58.3W,70,,70.0
1853-09-30,36.3N,58.0W,70,,70.0
1853-10-01,37.0N,57.5W,70,,70.0
1853-10-01,38.0N,56.8W,70,,50.0
1853-09-28,15.0N,37.0W,50,,70.0
1853-10-19,27.5N,78.5W,70,,70.0
1853-10-19,28.0N,78.9W,70,,80.0
1853-10-19,28.5N,79.3W,80,,80.0
1853-10-19,28.9N,79.6W,80,,80.0
1853-10-20,29.3N,79.9W,80,,80.0
1853-10-20,29.7N,80.2W,80,,90.0
1853-10-20,30.0N,80.5W,90,,90.0
1853-10-20,30.3N,80.7W,90,,90.0
1853-10-21,30.6N,80.9W,90,,90.0
1853-10-21,30.9N,80.9W,90,,80.0
1853-10-21,31.3N,80.6W,80,,80.0
1853-10-21,31.7N,80.1W,80,,80.0
1853-10-22,32.1N,79.4W,80,,80.0
1853-10-22,32.5N,78.5W,80,,60.0
1854-06-25,26.0N,92.5W,60,,60.0
1854-06-25,26.0N,93.0W,60,,70.0
1854-06-25,26.0N,93.5W,70,,70.0
1854-06-25,26.0N,94.0W,70,,70.0
1854-06-26,26.0N,94.7W,70,,70.0
1854-06-26,26.1N,95.7W,70,,70.0
1854-06-26,26.2N,97.0W,70,,50.0
1854-06-26,26.4N,98.5W,50,,40.0
1854-06-27,26.8N,100.0W,40,,40.0
1854-06-27,27.4N,101.5W,40,,40.0
1854-06-27,28.0N,103.0W,40,,60.0
1854-08-23,33.0N,55.0W,60,,110.0
1854-09-07,26.4N,76.6W,110,,110.0
1854-09-07,27.2N,77.6W,110,,110.0
1854-09-07,28.0N,78.6W,110,938.0,110.0
1854-09-07,28.8N,79.6W,110,,110.0
1854-09-08,29.6N,80.3W,110,,110.0
1854-09-08,30.4N,80.6W,110,,100.0
1854-09-08,31.1N,80.9W,100,,100.0
1854-09-08,31.6N,81.1W,100,950.0,100.0
1854-09-08,31.7N,81.1W,100,950.0,80.0
1854-09-09,32.0N,81.3W,80,,70.0
1854-09-09,32.5N,81.5W,70,,60.0
1854-09-09,33.2N,81.5W,60,,50.0
1854-09-09,34.3N,80.5W,50,,40.0
1854-09-10,35.5N,78.1W,40,,40.0
1854-09-10,36.8N,75.9W,40,,50.0
1854-09-10,37.8N,74.0W,50,,60.0
1854-09-10,38.4N,71.9W,60,,70.0
1854-09-11,38.8N,69.5W,70,,80.0
1854-09-11,39.0N,67.3W,80,,90.0
1854-09-11,39.4N,65.0W,90,,90.0
1854-09-11,39.5N,61.8W,90,,90.0
1854-09-12,39.8N,58.3W,90,,90.0
1854-09-12,40.0N,55.1W,90,,80.0
1854-09-12,40.0N,52.0W,80,,80.0
1854-09-12,40.2N,48.0W,80,,90.0
1854-09-18,28.2N,93.6W,90,,90.0
1854-09-18,28.4N,94.1W,90,,90.0
1854-09-18,28.6N,94.6W,90,,90.0
1854-09-18,28.8N,95.1W,90,,90.0
1854-09-18,28.9N,95.3W,90,,80.0
1854-09-19,29.0N,95.6W,80,,70.0
1854-09-19,29.2N,96.1W,70,,60.0
1854-09-19,29.4N,96.5W,60,,60.0
1854-09-19,29.7N,96.6W,60,,50.0
1854-09-20,30.0N,96.4W,50,,40.0
1854-09-20,30.3N,96.0W,40,,50.0
1854-10-20,25.0N,67.6W,50,,50.0
1854-10-20,25.8N,67.6W,50,,50.0
1854-10-20,26.7N,67.6W,50,,50.0
1854-10-20,27.6N,67.5W,50,,60.0
1854-10-21,28.6N,67.3W,60,,60.0
1854-10-21,29.5N,67.0W,60,,60.0
1854-10-21,30.3N,66.6W,60,,60.0
1854-10-21,31.5N,65.6W,60,,60.0
1854-10-22,32.4N,64.3W,60,,60.0
1854-10-22,33.0N,62.8W,60,,50.0
1854-10-22,33.5N,61.0W,50,,50.0
1854-10-22,34.2N,58.7W,50,,90.0
1855-08-06,22.2N,98.0W,90,,90.0
1855-08-10,44.0N,42.0W,90,,90.0
1855-08-10,46.0N,39.0W,90,,90.0
1855-08-10,48.0N,36.0W,90,,90.0
1855-08-10,50.0N,32.5W,90,,90.0
1855-08-11,52.0N,29.0W,90,,90.0
1855-08-11,54.0N,24.0W,90,,70.0
1855-08-11,12.5N,83.0W,70,,50.0
1855-08-24,12.0N,55.9W,50,,50.0
1855-08-24,12.0N,57.1W,50,,50.0
1855-08-24,12.1N,58.3W,50,,50.0
1855-08-24,12.3N,59.5W,50,,60.0
1855-08-25,12.8N,60.7W,60,,60.0
1855-08-25,13.5N,61.9W,60,,60.0
1855-08-25,14.1N,62.8W,60,,60.0
1855-08-25,14.8N,63.7W,60,,60.0
1855-08-26,15.6N,64.4W,60,,60.0
1855-08-26,16.4N,65.4W,60,,60.0
1855-08-26,17.1N,66.5W,60,,60.0
1855-08-26,17.7N,67.9W,60,,50.0
1855-08-27,18.4N,69.5W,50,997.0,50.0
1855-08-27,19.2N,71.1W,50,,40.0
1855-08-27,19.5N,72.3W,40,,40.0
1855-08-27,19.7N,73.6W,40,,70.0
1855-09-15,26.7N,89.1W,70,,80.0
1855-09-15,27.1N,89.1W,80,,90.0
1855-09-15,27.5N,89.3W,90,,100.0
1855-09-15,28.1N,89.4W,100,,110.0
1855-09-16,28.8N,89.5W,110,,110.0
1855-09-16,29.2N,89.5W,110,,110.0
1855-09-16,29.6N,89.5W,110,,100.0
1855-09-16,30.2N,89.4W,100,,70.0
1855-09-16,31.0N,89.1W,70,,50.0
1855-09-17,32.0N,88.8W,50,,40.0
1855-09-17,33.0N,88.3W,40,,70.0
1856-08-09,25.0N,83.9W,70,,80.0
1856-08-09,25.7N,85.1W,80,,90.0
1856-08-09,26.3N,86.5W,90,,100.0
1856-08-09,27.0N,87.8W,100,,110.0
1856-08-10,27.7N,89.1W,110,,120.0
1856-08-10,28.2N,89.8W,120,,130.0
1856-08-10,28.7N,90.5W,130,,130.0
1856-08-10,29.2N,91.1W,130,934.0,110.0
1856-08-11,29.7N,91.6W,110,,80.0
1856-08-11,30.0N,91.8W,80,,60.0
1856-08-11,30.3N,91.9W,60,,50.0
1856-08-11,30.6N,91.8W,50,,40.0
1856-08-12,30.9N,91.6W,40,,40.0
1856-08-12,31.3N,91.0W,40,,70.0
1856-08-13,12.1N,56.1W,70,,70.0
1856-08-13,12.1N,57.3W,70,,70.0
1856-08-13,12.1N,58.5W,70,,70.0
1856-08-13,12.1N,60.1W,70,,70.0
1856-08-14,12.1N,61.8W,70,,70.0
1856-08-14,12.1N,63.2W,70,,70.0
1856-08-14,12.1N,64.5W,70,,70.0
1856-08-14,12.1N,65.6W,70,,50.0
1856-08-19,32.5N,75.5W,50,,50.0
1856-08-19,33.8N,76.0W,50,,50.0
1856-08-19,34.8N,76.4W,50,,50.0
1856-08-19,35.0N,76.5W,50,,50.0
1856-08-19,36.0N,76.3W,50,,50.0
1856-08-20,37.0N,76.0W,50,,50.0
1856-08-20,38.0N,75.3W,50,,50.0
1856-08-20,39.0N,74.3W,50,,50.0
1856-08-20,39.8N,73.0W,50,,50.0
1856-08-21,40.4N,71.5W,50,,50.0
1856-08-21,40.8N,69.5W,50,,50.0
1856-08-21,41.0N,67.0W,50,,50.0
1856-08-21,23.0N,82.5W,50,,70.0
1856-08-25,21.0N,69.8W,70,,70.0
1856-08-25,21.0N,70.8W,70,,70.0
1856-08-25,21.1N,71.9W,70,,70.0
1856-08-25,21.2N,72.8W,70,,70.0
1856-08-26,21.6N,73.9W,70,,70.0
1856-08-26,21.7N,74.8W,70,,80.0
1856-08-26,22.0N,75.9W,80,,80.0
1856-08-26,22.2N,76.6W,80,,80.0
1856-08-27,22.4N,77.6W,80,,80.0
1856-08-27,22.6N,78.6W,80,,90.0
1856-08-27,22.7N,79.5W,90,,80.0
1856-08-27,22.7N,80.6W,80,,80.0
1856-08-28,22.9N,81.6W,80,,90.0
1856-08-28,23.0N,82.9W,90,969.0,90.0
1856-08-28,23.2N,84.0W,90,,90.0
1856-08-28,23.6N,84.6W,90,,90.0
1856-08-29,23.9N,85.1W,90,,90.0
1856-08-29,24.2N,85.6W,90,,90.0
1856-08-29,24.7N,86.4W,90,,90.0
1856-08-29,24.9N,86.8W,90,,100.0
1856-08-30,25.2N,87.1W,100,,100.0
1856-08-30,25.6N,87.3W,100,,100.0
1856-08-30,26.2N,87.4W,100,,100.0
1856-08-30,27.5N,87.3W,100,,90.0
1856-08-31,28.9N,86.6W,90,,90.0
1856-08-31,30.2N,85.9W,90,,70.0
1856-08-31,31.1N,84.8W,70,,60.0
1856-08-31,32.2N,83.3W,60,,50.0
1856-09-01,33.0N,81.6W,50,,50.0
1856-09-01,34.0N,79.6W,50,,50.0
1856-09-01,34.7N,77.9W,50,,50.0
1856-09-01,35.5N,75.3W,50,,50.0
1856-09-02,36.3N,72.8W,50,,50.0
1856-09-02,36.8N,70.0W,50,,50.0
1856-09-02,37.2N,67.3W,50,,50.0
1856-09-02,37.7N,64.6W,50,,50.0
1856-09-03,38.2N,61.8W,50,,50.0
1856-09-03,38.8N,58.6W,50,,50.0
1856-09-03,39.0N,56.0W,50,,50.0
1856-09-03,39.5N,52.3W,50,,50.0
1856-09-18,32.0N,48.8W,50,,50.0
1856-09-18,32.5N,48.9W,50,,50.0
1856-09-18,32.9N,49.0W,50,,50.0
1856-09-18,33.5N,49.3W,50,,60.0
1856-09-19,34.5N,49.8W,60,,60.0
1856-09-19,35.2N,50.5W,60,,70.0
1856-09-19,35.6N,51.0W,70,,70.0
1856-09-19,35.8N,51.4W,70,,70.0
1856-09-20,36.0N,51.7W,70,,70.0
1856-09-20,36.1N,52.0W,70,,70.0
1856-09-20,36.2N,52.3W,70,,70.0
1856-09-20,36.3N,52.4W,70,,60.0
1856-09-21,36.4N,52.5W,60,,60.0
1856-09-21,36.5N,52.6W,60,,60.0
1856-09-21,36.5N,52.7W,60,,60.0
1856-09-21,36.5N,52.8W,60,,60.0
1856-09-22,36.5N,52.9W,60,,60.0
1856-09-22,36.5N,53.0W,60,,60.0
1856-09-22,36.5N,53.0W,60,,60.0
1856-09-22,36.5N,53.0W,60,,50.0
1857-06-30,34.0N,74.5W,50,,50.0
1857-06-30,34.5N,73.8W,50,,50.0
1857-06-30,35.0N,72.6W,50,,50.0
1857-06-30,35.2N,71.4W,50,,50.0
1857-07-01,35.4N,70.1W,50,,50.0
1857-07-01,35.5N,68.9W,50,,50.0
1857-07-01,35.8N,67.6W,50,,50.0
1857-07-01,36.0N,66.0W,50,,40.0
1857-09-06,26.5N,73.0W,40,,40.0
1857-09-07,26.7N,72.8W,40,,40.0
1857-09-07,26.9N,72.6W,40,,50.0
1857-09-07,27.2N,72.4W,50,,50.0
1857-09-07,27.5N,72.3W,50,,50.0
1857-09-08,27.7N,72.5W,50,,50.0
1857-09-08,27.9N,72.7W,50,,60.0
1857-09-08,28.1N,72.9W,60,,60.0
1857-09-08,28.3N,73.0W,60,,60.0
1857-09-09,28.7N,73.6W,60,,70.0
1857-09-09,29.1N,74.2W,70,,70.0
1857-09-09,29.5N,74.7W,70,,70.0
1857-09-09,29.9N,75.3W,70,,70.0
1857-09-10,30.2N,75.8W,70,,70.0
1857-09-10,30.5N,76.2W,70,,80.0
1857-09-10,30.7N,76.7W,80,,80.0
1857-09-10,31.0N,77.1W,80,,90.0
1857-09-11,31.2N,77.4W,90,,90.0
1857-09-11,31.5N,77.7W,90,,90.0
1857-09-11,31.7N,78.0W,90,,90.0
1857-09-11,32.1N,78.2W,90,,90.0
1857-09-12,32.3N,78.2W,90,,90.0
1857-09-12,32.5N,78.3W,90,,90.0
1857-09-12,32.8N,78.3W,90,,90.0
1857-09-12,33.3N,78.3W,90,961.0,90.0
1857-09-13,33.9N,78.0W,90,,80.0
1857-09-13,34.5N,77.5W,80,,70.0
1857-09-13,34.9N,77.1W,70,,60.0
1857-09-13,35.5N,76.5W,60,,50.0
1857-09-14,36.0N,76.2W,50,,50.0
1857-09-14,36.3N,75.8W,50,,50.0
1857-09-14,36.5N,74.9W,50,,60.0
1857-09-14,36.8N,73.5W,60,,60.0
1857-09-15,37.6N,71.8W,60,,70.0
1857-09-15,38.5N,69.8W,70,,80.0
1857-09-15,39.4N,67.6W,80,,80.0
1857-09-15,40.3N,65.2W,80,,80.0
1857-09-16,41.2N,61.7W,80,,80.0
1857-09-16,42.1N,58.9W,80,,80.0
1857-09-16,43.0N,56.0W,80,,80.0
1857-09-16,44.0N,53.0W,80,,80.0
1857-09-17,45.0N,50.0W,80,,70.0
1857-09-17,46.0N,46.0W,70,,60.0
1857-09-17,47.0N,42.0W,60,,50.0
1857-09-17,48.0N,38.0W,50,,40.0
1857-09-18,49.0N,34.0W,40,,40.0
1857-09-18,50.0N,30.0W,40,,70.0
1857-09-22,32.5N,73.5W,70,,70.0
1857-09-22,32.5N,73.5W,70,,70.0
1857-09-22,32.5N,73.5W,70,,70.0
