Date,Actual,Forecast
2013-08-19,20.1,
2013-08-19,20.0,
2013-08-25,18.7,
2013-08-25,18.9,
2013-08-26,19.2,
2013-08-26,19.5,
2013-08-26,19.7,
2013-08-26,20.1,
2013-08-26,20.5,
2013-09-04,16.2,
2013-09-05,16.7,
2013-09-05,17.1,
2013-09-05,17.4,
2013-09-05,17.9,
2013-09-06,18.8,
2013-09-06,19.5,
2013-09-06,20.0,
2013-09-06,20.4,
2013-09-07,21.2,
2013-09-07,22.0,
2013-09-07,22.8,
2013-09-07,23.6,
2013-09-08,24.4,
2013-09-08,24.7,
2013-09-08,24.8,
2013-09-08,24.9,
2013-09-09,25.1,
2013-09-09,25.4,
2013-09-09,25.9,
2013-09-09,26.6,
2013-09-10,27.6,
2013-09-10,29.0,
2013-09-10,30.1,
2013-09-10,31.1,
2013-09-11,31.9,
2013-09-11,32.3,
2013-09-11,32.5,
2013-09-11,32.6,
2013-09-12,32.9,
2013-09-12,33.2,
2013-09-12,33.6,
2013-09-12,34.0,
2013-09-13,34.7,
2013-09-13,35.9,
2013-09-13,37.7,
2013-09-06,22.4,
2013-09-06,22.3,
2013-09-07,21.9,
2013-09-07,21.5,
2013-09-08,13.0,
2013-09-08,13.0,
2013-09-08,13.0,
2013-09-08,13.0,
2013-09-09,13.1,
2013-09-09,13.3,
2013-09-09,13.5,
2013-09-09,13.7,
2013-09-10,13.9,
2013-09-10,14.1,
2013-09-10,14.3,
2013-09-10,14.7,
2013-09-11,15.1,
2013-09-11,15.6,
2013-09-11,16.3,
2013-09-11,17.4,
2013-09-12,18.6,
2013-09-12,19.9,
2013-09-12,21.2,
2013-09-12,22.3,
2013-09-13,23.2,
2013-09-13,24.0,
2013-09-13,24.6,
2013-09-13,24.8,
2013-09-14,24.8,
2013-09-14,24.9,
2013-09-14,25.2,
2013-09-14,25.5,
2013-09-15,25.6,
2013-09-15,25.6,
2013-09-15,25.9,
2013-09-15,26.4,
2013-09-16,26.7,
2013-09-16,26.7,
2013-09-16,26.8,
2013-09-16,26.9,
2013-09-17,27.0,
2013-09-17,27.4,
2013-09-17,28.4,
2013-09-17,29.5,
2013-09-18,30.5,
2013-09-18,31.1,
2013-09-18,31.6,
2013-09-18,32.0,
2013-09-19,32.5,
2013-09-19,33.0,
2013-09-12,19.3,
2013-09-12,19.6,
2013-09-12,19.7,
2013-09-13,19.7,
2013-09-13,19.6,
2013-09-13,19.3,
2013-09-13,19.1,
2013-09-14,19.3,
2013-09-14,19.6,
2013-09-14,20.3,
2013-09-14,21.0,
2013-09-15,21.6,
2013-09-15,22.0,
2013-09-15,22.4,
2013-09-15,22.7,
2013-09-16,23.0,
2013-09-16,23.4,
2013-09-16,23.7,
2013-09-16,23.7,
2013-09-16,23.7,
2013-09-17,23.7,
2013-09-17,23.7,
2013-09-28,21.1,
2013-09-28,22.2,
2013-09-28,23.3,
2013-09-28,24.2,
2013-09-29,24.9,
2013-09-29,25.6,
2013-09-29,26.2,
2013-09-29,26.7,
2013-09-30,27.1,
2013-09-30,27.2,
2013-09-30,27.3,
2013-09-30,27.3,
2013-10-01,27.5,
2013-10-01,27.7,
2013-10-01,28.1,
2013-10-01,28.1,
2013-10-02,28.1,
2013-10-02,28.1,
2013-10-02,28.6,
2013-10-02,29.0,
2013-10-03,29.4,
2013-10-03,30.1,
2013-10-03,30.8,
2013-10-03,31.5,
2013-10-04,32.5,
2013-10-04,33.1,
2013-10-04,33.7,
2013-10-04,34.2,
2013-10-05,34.5,
2013-10-05,35.0,
2013-10-05,35.9,
2013-10-05,36.7,
2013-10-06,38.0,
2013-10-03,21.5,
2013-10-03,22.1,
2013-10-03,22.8,
2013-10-03,23.3,
2013-10-04,23.9,
2013-10-04,24.5,
2013-10-04,25.2,
2013-10-04,25.8,
2013-10-05,26.1,
2013-10-05,26.7,
2013-10-05,27.6,
2013-10-05,27.9,
2013-10-06,28.1,
2013-10-06,28.1,
2013-10-21,27.6,
2013-10-21,28.2,
2013-10-21,28.8,
2013-10-22,29.1,
2013-10-22,29.3,
2013-10-22,29.4,
2013-10-22,29.5,
2013-10-23,29.5,
2013-10-23,29.5,
2013-10-23,29.4,
2013-10-23,29.3,
2013-10-24,29.4,
2013-10-24,29.7,
2013-10-24,30.1,
2013-10-24,30.5,
2013-10-25,30.7,
2013-10-25,31.0,
2013-10-25,31.3,
2013-10-25,31.6,
2013-10-26,32.1,
2013-10-26,32.8,
2013-11-17,23.9,
2013-11-17,24.3,
2013-11-17,25.0,
2013-11-17,26.0,
2013-11-18,27.1,
2013-11-18,28.3,
2013-11-18,29.1,
2013-11-18,29.7,
2013-11-19,30.2,
2013-11-19,30.8,
2013-11-19,31.6,
2013-11-19,32.5,
2013-11-20,33.3,
2013-11-20,34.1,
2013-11-20,35.1,
2013-11-20,36.3,
2013-11-21,37.5,
2013-11-21,38.8,
2013-11-21,39.9,
2013-11-21,40.7,
2013-11-22,41.3,
2013-11-22,41.6,
2013-11-22,41.6,
2013-11-22,41.3,
2013-11-23,40.8,
2013-11-23,40.0,
2013-12-03,34.3,
2013-12-04,33.9,
2013-12-04,33.1,
2013-12-04,32.2,
2013-12-04,31.9,
2013-12-05,32.4,
2013-12-05,33.0,
2013-12-05,33.5,
2013-12-05,33.7,
2013-12-06,33.9,
2013-12-06,33.9,
2013-12-06,34.5,
2013-12-06,35.1,
2013-12-07,35.8,
2013-12-07,36.5,
2013-12-07,37.1,
2014-06-28,32.0,
2014-06-29,31.2,
2014-06-29,30.5,
2014-06-29,30.0,
2014-06-29,29.7,
2014-06-30,29.5,
2014-06-30,29.2,
2014-06-30,28.7,
2014-06-30,28.1,
2014-07-01,27.7,
2014-07-01,27.5,
2014-07-01,27.5,
2014-07-01,27.7,
2014-07-02,27.9,
2014-07-02,28.2,
2014-07-02,28.7,
2014-07-02,29.4,
2014-07-03,30.1,
2014-07-03,30.9,
2014-07-03,31.8,
2014-07-03,32.9,
2014-07-04,34.0,
2014-07-04,34.7,
2014-07-04,35.3,
2014-07-04,35.8,
2014-07-04,36.8,
2014-07-04,38.4,
2014-07-05,40.2,
2014-07-05,42.3,
2014-07-05,44.1,
2014-07-05,45.9,
2014-07-06,47.1,
2014-07-06,47.6,
2014-07-06,48.5,
2014-07-06,50.3,
2014-07-07,52.3,
2014-07-07,54.2,
2014-07-07,56.0,
2014-07-07,57.3,
2014-07-08,58.1,
2014-07-08,58.9,
2014-07-08,59.4,
2014-07-08,60.0,
2014-07-09,60.3,
2014-07-09,60.1,
2014-07-09,59.8,
2014-07-09,59.5,
2014-07-19,9.0,
2014-07-19,9.4,
2014-07-20,9.7,
2014-07-20,10.0,
2014-07-20,10.4,
2014-07-20,10.7,
2014-07-21,11.0,
2014-07-21,11.2,
2014-07-21,11.4,
2014-07-21,11.6,
2014-07-22,11.9,
2014-07-22,12.1,
2014-07-22,12.4,
